#,Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz
0.405,-1430.87,3.52557E-015,-54251.1,2.83351E-035,-2.52839E-018,-1.19237E-032,-93.0353,9.86029E-016,42.8835,
0.406,-1495.72,3.55136E-015,-54383.4,-3.64383E-035,-2.52839E-018,-1.19288E-032,-92.8724,9.86033E-016,42.8226,
0.407,-1562.08,3.57741E-015,-54515.6,3.45411E-035,-2.52839E-018,4.06098E-032,-92.709,9.86038E-016,42.7615,
0.408,-1629.95,3.60373E-015,-54647.7,2.83356E-035,2.06401E-017,4.06046E-032,-92.5453,9.86042E-016,42.7004,
0.409,-1699.34,3.6303E-015,-54779.6,-1.96961E-036,-2.52839E-018,4.06045E-032,-92.3812,9.86046E-016,42.639,
0.41,-1770.25,3.65714E-015,-54911.5,-1.16446E-035,-2.52839E-018,9.99895E-033,-92.2167,9.86049E-016,42.5775,
0.411,-1842.69,3.68426E-015,-55043.2,-4.16633E-035,-2.52839E-018,-2.08968E-032,-92.0518,9.86052E-016,42.5158,
0.412,-1916.65,3.71164E-015,-55174.7,2.97384E-035,-2.52839E-018,3.02361E-032,-91.8866,9.86055E-016,42.454,
0.413,-1992.15,3.7393E-015,-55306.1,-1.19138E-035,-2.52839E-018,3.02361E-032,-91.721,9.86058E-016,42.392,
0.414,-2069.18,3.76724E-015,-55437.4,2.74687E-035,-2.52839E-018,3.02361E-032,-91.555,9.8606E-016,42.3297,
0.415,-2147.76,3.79546E-015,-55568.5,-1.28799E-035,-2.52839E-018,3.0236E-032,-91.3886,9.86062E-016,42.2673,
0.416,-2227.88,3.82396E-015,-55699.5,2.78015E-035,-2.52839E-018,3.0236E-032,-91.2219,9.86063E-016,42.2047,
0.417,-2309.55,3.85275E-015,-55830.3,-2.77362E-035,4.38085E-017,-2.4191E-033,-91.0549,9.86065E-016,42.1418,
0.418,-2392.77,3.88183E-015,-55960.9,6.54086E-035,4.38085E-017,-3.53827E-032,-90.8875,9.86066E-016,42.0787,
0.419,-2477.55,3.9112E-015,-56091.3,-3.57364E-035,4.38085E-017,1.36649E-032,-90.7197,9.86066E-016,42.0154,
0.42,-2563.89,3.94087E-015,-56221.6,-1.61736E-035,-2.52839E-018,1.36649E-032,-90.5516,9.86066E-016,41.9519,
0.421,-2651.79,3.97083E-015,-56351.6,3.66048E-036,-2.52839E-018,1.36649E-032,-90.3832,9.86066E-016,41.8881,
0.422,-2741.26,4.00109E-015,-56481.5,2.37812E-035,-2.52839E-018,1.36649E-032,-90.2145,9.86066E-016,41.824,
0.423,-2832.3,4.03166E-015,-56611.2,4.41875E-035,-2.52839E-018,1.36649E-032,-90.0454,9.86066E-016,41.7597,
0.424,-2924.92,4.06252E-015,-56740.7,6.48782E-035,-2.52839E-018,1.36648E-032,-89.876,9.86065E-016,41.6951,
0.425,-3019.12,4.0937E-015,-56869.9,-7.49112E-035,-2.52839E-018,1.36647E-032,-89.7063,9.86063E-016,41.6303,
0.426,-3114.89,4.12519E-015,-56999,-5.36546E-035,9.01455E-017,1.36648E-032,-89.5363,9.86062E-016,41.5651,
0.427,-3212.26,4.15698E-015,-57127.8,-7.46341E-035,-2.52839E-018,2.439E-032,-89.3659,9.8606E-016,41.4997,
0.428,-3311.21,4.18909E-015,-57256.3,-3.38943E-035,-2.52839E-018,2.43901E-032,-89.1953,9.86058E-016,41.434,
0.429,-3411.75,4.22152E-015,-57384.7,5.54897E-036,-2.52839E-018,2.43901E-032,-89.0244,9.86055E-016,41.3679,
0.43,-3513.89,4.25427E-015,-57512.8,4.54892E-035,9.01455E-017,2.43901E-032,-88.8531,9.86052E-016,41.3016,
0.431,-3617.63,4.28734E-015,-57640.6,-7.4809E-035,-2.52839E-018,2.439E-032,-88.6816,9.86049E-016,41.2349,
0.432,-3722.97,4.32073E-015,-57768.2,4.07022E-035,-2.52839E-018,2.43838E-032,-88.5098,9.86046E-016,41.1679,
0.433,-3829.92,4.35444E-015,-57895.5,3.10007E-035,-2.52839E-018,2.23737E-032,-88.3377,9.86042E-016,41.1006,
0.434,-3938.48,4.38849E-015,-58022.5,6.94463E-035,-2.52839E-018,2.23737E-032,-88.1654,9.86038E-016,41.0329,
0.435,-4048.64,4.42286E-015,-58149.2,4.40593E-034,9.01455E-017,1.04684E-031,-87.9928,9.86034E-016,40.9649,
0.436,-4160.42,4.45757E-015,-58275.7,-6.74377E-036,-2.52839E-018,2.23723E-032,-87.8199,9.8603E-016,40.8965,
0.437,-4273.82,4.4926E-015,-58401.8,-4.00169E-035,1.82819E-016,2.06753E-032,-87.6467,9.86025E-016,40.8278,
0.438,-4388.84,4.52798E-015,-58527.7,3.20636E-034,9.01455E-017,1.02986E-031,-87.4733,9.8602E-016,40.7587,
0.439,-4505.49,4.56369E-015,-58653.2,4.10241E-034,9.01455E-017,1.01435E-031,-87.2996,9.86014E-016,40.6892,
0.44,-4623.76,4.59974E-015,-58778.4,2.80849E-034,9.01455E-017,1.01434E-031,-87.1257,9.86008E-016,40.6193,
0.441,-4743.65,4.63613E-015,-58903.3,-5.23265E-035,-2.52839E-018,1.76981E-032,-86.9516,9.86002E-016,40.5491,
0.442,-4865.19,4.67287E-015,-59027.8,-1.71717E-035,-2.52839E-018,1.76981E-032,-86.7772,9.85996E-016,40.4785,
0.443,-4988.35,4.70995E-015,-59152,3.52661E-034,1.82819E-016,9.86993E-032,-86.6025,9.8599E-016,40.4074,
0.444,-5113.15,4.74737E-015,-59275.9,2.22191E-034,1.82819E-016,9.86985E-032,-86.4277,9.85983E-016,40.3359,
0.445,-5239.6,4.78515E-015,-59399.4,-9.31139E-035,1.82819E-016,-2.63521E-032,-86.2526,9.85976E-016,40.2641,
0.446,-5367.68,4.82327E-015,-59522.5,-1.57459E-034,-2.52839E-018,1.36537E-032,-86.0773,9.85968E-016,40.1918,
0.447,-5497.41,4.86175E-015,-59645.2,-1.3052E-034,-2.52839E-018,1.3654E-032,-85.9018,9.8596E-016,40.1191,
0.448,-5628.79,4.90057E-015,-59767.5,2.18208E-034,1.82819E-016,9.59652E-032,-85.7261,9.85953E-016,40.0459,
0.449,-5761.81,4.93975E-015,-59889.5,-1.83428E-035,1.82819E-016,1.1618E-032,-85.5501,9.85944E-016,39.9723,
0.45,-5896.49,4.97929E-015,-60011,-3.98097E-035,-2.52839E-018,6.4207E-033,-85.374,9.85936E-016,39.8982,
0.451,-6032.82,5.01918E-015,-60132.1,1.55927E-035,-2.52839E-018,4.91935E-034,-85.1977,9.85927E-016,39.8237,
0.452,-6170.81,5.05943E-015,-60252.8,1.66092E-035,-2.52839E-018,4.91901E-034,-85.0211,9.85918E-016,39.7488,
0.453,-6310.45,5.10004E-015,-60373.1,1.09064E-034,-2.52839E-018,-1.29531E-033,-84.8444,9.85909E-016,39.6733,
0.454,-6451.76,5.14101E-015,-60492.9,7.42659E-034,1.82819E-016,8.10149E-032,-84.6675,9.85899E-016,39.5974,
0.455,-6594.73,5.18235E-015,-60612.3,3.43307E-034,1.82819E-016,7.9318E-032,-84.4905,9.8589E-016,39.521,
0.456,-6739.36,5.22404E-015,-60731.2,8.85741E-034,1.82819E-016,7.76593E-032,-84.3132,9.8588E-016,39.4442,
0.457,-6885.66,5.2661E-015,-60849.7,4.71535E-034,1.82819E-016,7.60326E-032,-84.1358,9.85869E-016,39.3668,
0.458,-7033.62,5.30852E-015,-60967.6,3.76365E-034,1.82819E-016,7.44342E-032,-83.9583,9.85859E-016,39.2889,
0.459,-7183.26,5.35131E-015,-61085.1,5.40005E-034,1.82819E-016,7.44333E-032,-83.7805,9.85848E-016,39.2106,
0.46,-7334.56,5.39447E-015,-61202.1,4.67036E-035,-2.52839E-018,-7.8796E-033,-83.6027,9.85837E-016,39.1317,
0.461,-7487.54,5.43799E-015,-61318.5,3.04837E-034,3.68167E-016,-2.12636E-032,-83.4247,9.85826E-016,39.0523,
0.462,-7642.19,5.48188E-015,-61434.5,5.52557E-034,1.82819E-016,4.68972E-032,-83.2465,9.85814E-016,38.9724,
0.463,-7798.52,5.52614E-015,-61549.9,1.37166E-034,1.82819E-016,-3.69504E-032,-83.0682,9.85803E-016,38.8919,
0.464,-7956.52,5.57077E-015,-61664.8,5.47875E-035,1.82819E-016,-3.69506E-032,-82.8898,9.85791E-016,38.8109,
0.465,-8116.2,5.61576E-015,-61779.2,9.46815E-035,1.82819E-016,2.89238E-032,-82.7112,9.85778E-016,38.7294,
0.466,-8277.56,5.66113E-015,-61892.9,-1.86323E-034,5.53515E-016,1.17208E-032,-82.5325,9.85766E-016,38.6473,
0.467,-8440.6,5.70687E-015,-62006.1,3.08447E-034,5.53515E-016,-6.24946E-033,-82.3537,9.85753E-016,38.5647,
0.468,-8605.32,5.75298E-015,-62118.8,-2.12661E-034,1.82819E-016,-2.49829E-032,-82.1748,9.85741E-016,38.4815,
0.469,-8771.72,5.79946E-015,-62230.8,2.34482E-034,1.82819E-016,-2.499E-032,-81.9958,9.85728E-016,38.3978,
0.47,-8939.81,5.84631E-015,-62342.3,-9.79881E-035,1.82819E-016,3.7035E-032,-81.8167,9.85714E-016,38.3135,
0.471,-9109.58,5.89354E-015,-62453.1,4.96792E-035,1.82819E-016,1.59826E-032,-81.6375,9.85701E-016,38.2286,
0.472,-9281.03,5.94114E-015,-62563.3,-3.00937E-034,1.82819E-016,1.42772E-032,-81.4582,9.85687E-016,38.1431,
0.473,-9454.17,5.98911E-015,-62672.9,-2.93328E-034,1.82819E-016,1.42772E-032,-81.2788,9.85673E-016,38.0571,
0.474,-9628.99,6.03745E-015,-62781.9,-2.55848E-034,1.82819E-016,1.42779E-032,-81.0994,9.85659E-016,37.9704,
0.475,-9805.5,6.08616E-015,-62890.2,3.17737E-034,1.82819E-016,1.24373E-032,-80.9199,9.85645E-016,37.8832,
0.476,-9983.7,6.13524E-015,-62997.8,2.02582E-034,1.82819E-016,1.24287E-032,-80.7403,9.8563E-016,37.7954,
0.477,-10163.6,6.1847E-015,-63104.8,2.36145E-034,1.82819E-016,1.24282E-032,-80.5606,9.85616E-016,37.7069,
0.478,-10345.1,6.23453E-015,-63211,2.67673E-034,1.82819E-016,1.24277E-032,-80.3809,9.85601E-016,37.6179,
0.479,-10528.4,6.28473E-015,-63316.6,-1.83461E-034,5.53515E-016,1.0354E-032,-80.2011,9.85586E-016,37.5282,
0.48,-10713.3,6.3353E-015,-63421.5,-8.994E-035,1.82819E-016,-1.77346E-032,-80.0213,9.8557E-016,37.4379,
0.481,-10900,6.38624E-015,-63525.7,1.11165E-033,5.53515E-016,6.45758E-032,-79.8414,9.85555E-016,37.347,
0.482,-11088.3,6.43755E-015,-63629.1,-1.58648E-034,1.82819E-016,-1.7746E-032,-79.6615,9.85539E-016,37.2554,
0.483,-11278.3,6.48923E-015,-63731.8,-3.37312E-034,1.82819E-016,-2.01121E-032,-79.4816,9.85524E-016,37.1632,
0.484,-11470,6.54128E-015,-63833.7,-1.15405E-034,1.82819E-016,-2.256E-032,-79.3017,9.85508E-016,37.0704,
0.485,-11663.4,6.59369E-015,-63934.9,1.28842E-034,1.82819E-016,-2.50941E-032,-79.1217,9.85492E-016,36.9769,
0.486,-11858.4,6.64648E-015,-64035.3,9.88266E-035,5.53515E-016,6.27843E-034,-78.9417,9.85475E-016,36.8828,
0.487,-12055.2,6.69963E-015,-64134.9,-6.10537E-035,5.53515E-016,6.19735E-034,-78.7617,9.85459E-016,36.788,
0.488,-12253.6,6.75314E-015,-64233.7,-5.51948E-034,1.82819E-016,-3.37973E-032,-78.5817,9.85442E-016,36.6926,
0.489,-12453.7,6.80702E-015,-64331.7,-3.91346E-034,1.82819E-016,1.32952E-032,-78.4018,9.85426E-016,36.5965,
0.49,-12655.5,6.86126E-015,-64428.8,-3.52616E-034,1.82819E-016,1.32963E-032,-78.2218,9.85409E-016,36.4997,
0.491,-12859,6.91587E-015,-64525.2,-3.16003E-034,1.82819E-016,1.32973E-032,-78.0418,9.85392E-016,36.4022,
0.492,-13064.1,6.97083E-015,-64620.7,1.60923E-033,1.82819E-016,5.8011E-032,-77.8619,9.85375E-016,36.3041,
0.493,-13270.9,7.02616E-015,-64715.3,1.60082E-033,1.82819E-016,5.79981E-032,-77.682,9.85357E-016,36.2052,
0.494,-13479.5,7.08184E-015,-64809.1,4.79535E-034,1.82819E-016,-2.43174E-032,-77.5021,9.8534E-016,36.1057,
0.495,-13689.6,7.13788E-015,-64901.9,4.11037E-034,5.53515E-016,-2.43186E-032,-77.3223,9.85322E-016,36.0055,
0.496,-13901.5,7.19428E-015,-64993.9,1.45414E-033,1.82819E-016,5.79833E-032,-77.1425,9.85305E-016,35.9046,
0.497,-14115,7.25103E-015,-65085,1.60101E-034,1.82819E-016,-2.43403E-032,-76.9627,9.85287E-016,35.803,
0.498,-14330.2,7.30813E-015,-65175.2,-3.02866E-034,1.82819E-016,1.55817E-032,-76.7831,9.85269E-016,35.7007,
0.499,-14547.1,7.36558E-015,-65264.4,-2.55572E-034,1.82819E-016,1.55826E-032,-76.6034,9.85251E-016,35.5977,
0.5,-14765.7,7.42338E-015,-65352.7,1.80955E-034,1.82819E-016,-2.83921E-032,-76.4239,9.85233E-016,35.494,
0.501,-14985.9,7.48153E-015,-65440,-8.27918E-035,1.82819E-016,-2.84008E-032,-76.2444,9.85214E-016,35.3895,
0.502,-15207.7,7.54002E-015,-65526.4,-1.63549E-034,9.2421E-016,-2.84004E-032,-76.065,9.85196E-016,35.2843,
0.503,-15431.3,7.59885E-015,-65611.8,-2.47139E-034,1.82819E-016,-2.83991E-032,-75.8857,9.85177E-016,35.1784,
0.504,-15656.4,7.65803E-015,-65696.2,-1.53991E-034,9.2421E-016,6.73895E-033,-75.7065,9.85159E-016,35.0718,
0.505,-15883.3,7.71754E-015,-65779.6,-9.05226E-035,1.82819E-016,4.10885E-032,-75.5274,9.8514E-016,34.9644,
0.506,-16111.8,7.77739E-015,-65861.9,3.23623E-035,9.2421E-016,4.10887E-032,-75.3484,9.85121E-016,34.8563,
0.507,-16341.9,7.83758E-015,-65943.3,1.44199E-033,9.2421E-016,1.234E-031,-75.1695,9.85102E-016,34.7475,
0.508,-16573.7,7.89809E-015,-66023.5,3.3807E-034,1.82819E-016,4.10763E-032,-74.9907,9.85084E-016,34.6379,
0.509,-16807.2,7.95894E-015,-66102.8,3.4256E-034,1.82819E-016,-1.00805E-032,-74.8121,9.85065E-016,34.5276,
0.51,-17042.3,8.02011E-015,-66180.9,1.20852E-034,9.2421E-016,-1.00899E-032,-74.6335,9.85045E-016,34.4165,
0.511,-17279,8.0816E-015,-66258,9.23398E-035,9.2421E-016,-1.00897E-032,-74.4552,9.85026E-016,34.3046,
0.512,-17517.4,8.14342E-015,-66334,-1.34879E-034,9.2421E-016,-1.00978E-032,-74.2769,9.85007E-016,34.192,
0.513,-17757.3,8.20555E-015,-66408.9,-1.6372E-034,9.2421E-016,-1.00967E-032,-74.0988,9.84988E-016,34.0787,
0.514,-17999,8.268E-015,-66482.6,1.09094E-033,9.2421E-016,7.22155E-032,-73.9209,9.84968E-016,33.9645,
0.515,-18242.2,8.33077E-015,-66555.3,-1.69523E-034,1.82819E-016,-1.01071E-032,-73.7431,9.84949E-016,33.8496,
0.516,-18487.1,8.39384E-015,-66626.7,1.13023E-033,9.2421E-016,7.22035E-032,-73.5655,9.8493E-016,33.734,
0.517,-18733.6,8.45722E-015,-66697,3.64895E-034,1.82819E-016,1.47096E-032,-73.3881,9.8491E-016,33.6175,
0.518,-18981.7,8.5209E-015,-66766.2,5.37445E-034,1.82819E-016,7.82394E-033,-73.2109,9.84891E-016,33.5003,
0.519,-19231.4,8.58489E-015,-66834.1,-1.00069E-033,1.82819E-016,7.68685E-034,-73.0338,9.84871E-016,33.3823,
0.52,-19482.7,8.64917E-015,-66900.9,1.16289E-033,1.6656E-015,7.54824E-034,-72.857,9.84851E-016,33.2635,
0.521,-19735.6,8.71374E-015,-66966.4,-1.03442E-033,1.6656E-015,-3.82359E-032,-72.6803,9.84832E-016,33.1439,
0.522,-19990.1,8.7786E-015,-67030.7,1.22298E-033,1.6656E-015,3.52119E-033,-72.5039,9.84812E-016,33.0236,
0.523,-20246.2,8.84375E-015,-67093.8,1.23925E-033,1.82819E-016,3.51834E-033,-72.3276,9.84792E-016,32.9024,
0.524,-20503.9,8.90918E-015,-67155.6,1.25069E-033,1.82819E-016,3.51442E-033,-72.1516,9.84773E-016,32.7804,
0.525,-20763.2,8.9749E-015,-67216.2,8.35277E-034,1.6656E-015,3.49328E-033,-71.9758,9.84753E-016,32.6577,
0.526,-21024,9.04088E-015,-67275.4,-1.13301E-033,1.6656E-015,3.9004E-032,-71.8003,9.84733E-016,32.5341,
0.527,-21286.5,9.10714E-015,-67333.4,-9.59887E-034,1.82819E-016,-9.34755E-033,-71.625,9.84714E-016,32.4098,
0.528,-21550.4,9.17367E-015,-67390.1,1.14659E-033,1.6656E-015,-9.36134E-033,-71.4499,9.84694E-016,32.2846,
0.529,-21816,9.24046E-015,-67445.4,-3.49117E-034,1.6656E-015,2.14665E-032,-71.2751,9.84674E-016,32.1587,
0.53,-22083.1,9.30751E-015,-67499.5,2.9414E-034,1.6656E-015,-3.15608E-032,-71.1006,9.84654E-016,32.0319,
0.531,-22351.8,9.37481E-015,-67552.1,2.26371E-034,1.82819E-016,-3.82481E-033,-70.9263,9.84635E-016,31.9043,
0.532,-22622,9.44236E-015,-67603.4,1.66533E-034,1.6656E-015,2.23845E-032,-70.7523,9.84615E-016,31.7759,
0.533,-22893.7,9.51017E-015,-67653.4,-2.05481E-034,1.82819E-016,2.2368E-032,-70.5786,9.84595E-016,31.6467,
0.534,-23167,9.57821E-015,-67701.9,-1.22388E-033,1.82819E-016,-3.68075E-032,-70.4052,9.84576E-016,31.5166,
0.535,-23441.8,9.64649E-015,-67749.1,-3.96711E-034,1.82819E-016,-1.52006E-032,-70.2321,9.84556E-016,31.3858,
0.536,-23718.1,9.71501E-015,-67794.8,-4.48839E-034,1.82819E-016,-1.5199E-032,-70.0593,9.84537E-016,31.2541,
0.537,-23996,9.78375E-015,-67839.1,2.09331E-033,9.2421E-016,6.7113E-032,-69.8868,9.84517E-016,31.1216,
0.538,-24275.3,9.85272E-015,-67882,-1.1489E-033,1.6656E-015,-2.5631E-032,-69.7146,9.84498E-016,30.9883,
0.539,-24556.2,9.9219E-015,-67923.4,-2.3232E-034,1.6656E-015,-1.01326E-032,-69.5427,9.84478E-016,30.8541,
0.54,-24838.5,9.9913E-015,-67963.4,6.96705E-034,1.82819E-016,3.86625E-033,-69.3712,9.84459E-016,30.7191,
0.541,-25122.4,0.0000000000000100609,-68001.8,7.10179E-034,1.82819E-016,3.86394E-033,-69.2,9.84439E-016,30.5833,
0.542,-25407.7,0.0000000000000101307,-68038.8,7.237E-034,1.82819E-016,3.86158E-033,-69.0291,9.8442E-016,30.4466,
0.543,-25694.5,0.0000000000000102007,-68074.2,7.37262E-034,1.82819E-016,3.85916E-033,-68.8586,9.84401E-016,30.3092,
0.544,-25982.7,0.0000000000000102709,-68108.2,7.50866E-034,1.82819E-016,3.85668E-033,-68.6885,9.84382E-016,30.1708,
0.545,-26272.4,0.0000000000000103413,-68140.6,7.64511E-034,1.82819E-016,3.85414E-033,-68.5187,9.84363E-016,30.0317,
0.546,-26563.6,0.0000000000000104119,-68171.4,7.78196E-034,1.82819E-016,3.85154E-033,-68.3493,9.84344E-016,29.8917,
0.547,-26856.2,0.0000000000000104827,-68200.7,7.91921E-034,1.82819E-016,3.84889E-033,-68.1802,9.84325E-016,29.7509,
0.548,-27150.3,0.0000000000000105536,-68228.5,5.63377E-034,1.6656E-015,3.83774E-033,-68.0116,9.84306E-016,29.6092,
0.549,-27445.7,0.0000000000000106247,-68254.6,1.1339E-033,1.6656E-015,4.11562E-033,-67.8434,9.84287E-016,29.4667,
0.55,-27742.6,0.000000000000010696,-68279.1,1.1509E-033,1.6656E-015,4.11284E-033,-67.6755,9.84268E-016,29.3233,
0.551,-28040.9,0.0000000000000107674,-68302,-1.10306E-033,1.6656E-015,2.93191E-033,-67.5081,9.8425E-016,29.1791,
0.552,-28340.6,0.0000000000000108389,-68323.3,2.50476E-034,1.82819E-016,1.03046E-033,-67.3411,9.84231E-016,29.0341,
0.553,-28641.7,0.0000000000000109107,-68342.9,6.02417E-036,1.6656E-015,1.02133E-033,-67.1745,9.84213E-016,28.8882,
0.554,-28944.2,0.0000000000000109825,-68360.9,-2.37459E-034,1.6656E-015,1.01431E-033,-67.0083,9.84195E-016,28.7415,
0.555,-29248.1,0.0000000000000110545,-68377.2,-1.163E-033,1.6656E-015,-3.06873E-033,-66.8426,9.84177E-016,28.5939,
0.556,-29553.3,0.0000000000000111266,-68391.9,-1.06423E-033,1.82819E-016,-7.86615E-033,-66.6773,9.84159E-016,28.4455,
0.557,-29859.9,0.0000000000000111988,-68404.8,-1.09091E-033,1.82819E-016,-7.86208E-033,-66.5125,9.84141E-016,28.2962,
0.558,-30167.9,0.0000000000000112711,-68416,-1.12015E-033,1.6656E-015,-7.85781E-033,-66.3481,9.84123E-016,28.1461,
0.559,-30477.2,0.0000000000000113436,-68425.5,-1.14987E-033,1.82819E-016,-7.85211E-033,-66.1842,9.84105E-016,27.9952,
0.56,-30787.8,0.0000000000000114161,-68433.3,1.39294E-033,1.6656E-015,7.44634E-032,-66.0208,9.84088E-016,27.8433,
0.561,-31099.7,0.0000000000000114888,-68439.3,1.04136E-033,1.6656E-015,-2.90555E-032,-65.8578,9.8407E-016,27.6907,
0.562,-31413,0.0000000000000115615,-68443.6,1.87999E-033,1.6656E-015,4.41965E-032,-65.6954,9.84053E-016,27.5372,
0.563,-31727.5,0.0000000000000116343,-68446,3.34401E-033,1.6656E-015,5.49774E-032,-65.5334,9.84036E-016,27.3829,
0.564,-32043.4,0.0000000000000117072,-68446.7,2.3924E-033,1.6656E-015,1.16398E-031,-65.3719,9.84019E-016,27.2277,
0.565,-32360.5,0.0000000000000117802,-68445.6,1.1854E-033,1.6656E-015,1.18181E-032,-65.211,9.84002E-016,27.0716,
0.566,-32678.9,0.0000000000000118532,-68442.7,1.18389E-033,1.6656E-015,-1.06575E-035,-65.0505,9.83986E-016,26.9147,
0.567,-32998.5,0.0000000000000119263,-68438,1.18459E-033,1.6656E-015,-1.92737E-032,-64.8906,9.83969E-016,26.757,
0.568,-33319.4,0.0000000000000119994,-68431.4,5.40246E-034,1.6656E-015,3.66705E-032,-64.7312,9.83953E-016,26.5984,
0.569,-33641.6,0.0000000000000120725,-68422.9,-5.69181E-033,1.82819E-016,-1.4657E-031,-64.5724,9.83937E-016,26.439,
0.57,-33965,0.0000000000000121457,-68412.6,6.76056E-034,1.6656E-015,3.54223E-033,-64.4141,9.83921E-016,26.2788,
0.571,-34289.6,0.000000000000012219,-68400.4,-1.63003E-033,1.6656E-015,-1.1662E-032,-64.2563,9.83905E-016,26.1176,
0.572,-34615.4,0.0000000000000122922,-68386.4,2.18491E-033,1.6656E-015,-2.7524E-032,-64.0991,9.83889E-016,25.9557,
0.573,-34942.3,0.0000000000000123655,-68370.4,6.97281E-033,1.6656E-015,1.20558E-031,-63.9425,9.83874E-016,25.7929,
0.574,-35270.5,0.0000000000000124387,-68352.5,-1.58443E-033,1.6656E-015,2.11541E-032,-63.7865,9.83859E-016,25.6293,
0.575,-35599.9,0.000000000000012512,-68332.7,5.71675E-033,1.6656E-015,8.67218E-032,-63.631,9.83844E-016,25.4648,
0.576,-35930.4,0.0000000000000125853,-68310.9,7.30305E-036,3.67665E-019,2.05359E-036,-63.4761,9.83829E-016,25.2995,
0.577,-36262,0.0000000000000126585,-68287.2,1.30989E-035,-1.08036E-018,9.38839E-036,-63.3218,9.83814E-016,25.1333,
0.578,-36594.8,0.0000000000000127317,-68261.5,-1.22422E-035,3.67665E-019,-2.081E-035,-63.1682,9.838E-016,24.9663,
0.579,-36928.8,0.0000000000000128049,-68233.8,-1.23247E-035,3.67665E-019,-2.0761E-035,-63.0151,9.83786E-016,24.7985,
0.58,-37263.8,0.000000000000012878,-68204.2,-1.24072E-035,3.67665E-019,-2.07115E-035,-62.8626,9.83772E-016,24.6298,
0.581,-37599.9,0.0000000000000129511,-68172.5,-1.24897E-035,3.67665E-019,-2.06616E-035,-62.7108,9.83758E-016,24.4603,
0.582,-37937.2,0.0000000000000130242,-68138.8,-1.25723E-035,3.67665E-019,-2.06112E-035,-62.5596,9.83744E-016,24.29,
0.583,-38275.4,0.0000000000000130972,-68103.1,-1.26549E-035,-1.08036E-018,-2.05603E-035,-62.4091,9.83731E-016,24.1189,
0.584,-38614.8,0.0000000000000131701,-68065.4,9.47865E-037,3.67665E-019,1.04376E-035,-62.2592,9.83718E-016,23.9469,
0.585,-38955.2,0.0000000000000132429,-68025.6,-3.92011E-035,-1.08036E-018,-6.99477E-035,-62.1099,9.83705E-016,23.7741,
0.586,-39296.7,0.0000000000000133156,-67983.8,-1.21862E-035,3.67665E-019,3.093E-035,-61.9613,9.83692E-016,23.6004,
0.587,-39639.1,0.0000000000000133883,-67939.8,2.44541E-036,3.67665E-019,-2.08342E-035,-61.8134,9.8368E-016,23.426,
0.588,-39982.6,0.0000000000000134608,-67893.8,1.91176E-035,-1.08036E-018,-2.02706E-035,-61.6662,9.83668E-016,23.2507,
0.589,-40327.1,0.0000000000000135333,-67845.7,1.46008E-035,-1.08036E-018,-2.41962E-035,-61.5196,9.83656E-016,23.0746,
0.59,-40672.5,0.0000000000000136056,-67795.5,-4.73404E-036,-1.08036E-018,-1.23593E-035,-61.3737,9.83644E-016,22.8977,
0.591,-41018.9,0.0000000000000136778,-67743.2,-1.59837E-035,3.67665E-019,2.34473E-035,-61.2286,9.83633E-016,22.7199,
0.592,-41366.3,0.0000000000000137498,-67688.7,-4.69878E-035,3.67665E-019,-6.80186E-035,-61.0841,9.83622E-016,22.5414,
0.593,-41714.6,0.0000000000000138218,-67632.1,-2.96671E-036,-1.08036E-018,-2.8436E-035,-60.9403,9.83611E-016,22.362,
0.594,-42063.9,0.0000000000000138935,-67573.3,-8.83734E-036,3.67665E-019,-3.57363E-035,-60.7973,9.836E-016,22.1819,
0.595,-42414,0.0000000000000139651,-67512.4,-8.98462E-036,-1.08036E-018,-3.56991E-035,-60.655,9.8359E-016,22.0009,
0.596,-42765.1,0.0000000000000140366,-67449.3,9.52785E-036,-1.08036E-018,1.70609E-035,-60.5134,9.8358E-016,21.8191,
0.597,-43117,0.0000000000000141078,-67384,9.59912E-036,3.67665E-019,1.70201E-035,-60.3726,9.8357E-016,21.6366,
0.598,-43469.8,0.0000000000000141789,-67316.5,9.66971E-036,3.67665E-019,1.69804E-035,-60.2325,9.8356E-016,21.4532,
0.599,-43823.5,0.0000000000000142498,-67246.8,9.74082E-036,-1.08036E-018,1.69402E-035,-60.0931,9.83551E-016,21.269,
0.6,-44178,0.0000000000000143205,-67174.9,-1.59144E-035,3.67665E-019,-3.84927E-035,-59.9545,9.83542E-016,21.0841,
0.601,-44533.3,0.0000000000000143909,-67100.7,1.78447E-035,-1.08036E-018,1.66898E-035,-59.8167,9.83533E-016,20.8983,
0.602,-44889.4,0.0000000000000144612,-67024.4,-3.17303E-035,3.67665E-019,-1.15426E-034,-59.6797,9.83525E-016,20.7118,
0.603,-45246.4,0.0000000000000145312,-66945.7,-4.95786E-035,3.67665E-019,-6.96767E-035,-59.5434,9.83517E-016,20.5245,
0.604,-45604.1,0.000000000000014601,-66864.8,9.06543E-035,-1.08036E-018,1.48318E-034,-59.4079,9.83509E-016,20.3364,
0.605,-45962.5,0.0000000000000146706,-66781.7,6.84881E-035,-1.08036E-018,1.42384E-034,-59.2733,9.83502E-016,20.1475,
