#,Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,
0.924,-109217,-0.00000000000012007,58326.8,-6.95151E-034,-1.14747E-020,5.10097E-034,-67.5251,1.09821E-015,-42.5809,,,67.5251
0.925,-109090,-0.000000000000121525,58847.1,1.8279E-033,-1.45904E-018,5.64564E-033,-67.668,1.09874E-015,-42.6937,,,67.668
0.926,-108961,-0.000000000000122985,59366.6,-6.37975E-034,-1.14747E-020,-2.17069E-034,-67.8111,1.09928E-015,-42.8057,,,67.8111
0.927,-108829,-0.000000000000124452,59885.3,-6.38875E-034,-1.14747E-020,-2.14405E-034,-67.9543,1.09982E-015,-42.9168,,,67.9543
0.928,-108696,-0.000000000000125923,60403.2,-6.39693E-034,1.43609E-018,-2.11725E-034,-68.0976,1.10036E-015,-43.027,,,68.0976
0.929,-108561,-0.000000000000127401,60920.2,-6.40505E-034,-1.14747E-020,-2.09038E-034,-68.241,1.10089E-015,-43.1364,,,68.241
0.93,-108424,-0.000000000000128883,61436.4,-6.41362E-034,-1.14747E-020,-2.0638E-034,-68.3845,1.10143E-015,-43.245,,,68.3845
0.931,-108285,-0.000000000000130371,61951.7,-6.42211E-034,-1.14747E-020,-2.03721E-034,-68.5282,1.10197E-015,-43.3527,,,68.5282
0.932,-108143,-0.000000000000131865,62466.2,-6.43049E-034,-1.14747E-020,-2.01062E-034,-68.6719,1.10251E-015,-43.4595,,,68.6719
0.933,-108000,-0.000000000000133364,62979.7,-6.43873E-034,-1.14747E-020,-1.98405E-034,-68.8157,1.10305E-015,-43.5655,,,68.8157
0.934,-107855,-0.000000000000134869,63492.4,-6.44686E-034,-1.14747E-020,-1.95749E-034,-68.9597,1.10359E-015,-43.6707,,,68.9597
0.935,-107708,-0.000000000000136379,64004.2,-6.45486E-034,-1.14747E-020,-1.93095E-034,-69.1036,1.10412E-015,-43.775,,,69.1036
0.936,-107559,-0.000000000000137894,64515,-6.46273E-034,-1.14747E-020,-1.90441E-034,-69.2477,1.10466E-015,-43.8784,,,69.2477
0.937,-107408,-0.000000000000139415,65024.9,-6.47049E-034,-1.14747E-020,-1.8779E-034,-69.3918,1.1052E-015,-43.981,,,69.3918
0.938,-107256,-0.00000000000014094,65533.9,-6.47812E-034,-1.14747E-020,-1.8514E-034,-69.536,1.10574E-015,-44.0828,,,69.536
0.939,-107101,-0.000000000000142472,66042,-3.14772E-033,-1.14747E-020,-5.31625E-033,-69.6802,1.10628E-015,-44.1838,,,69.6802
0.94,-106945,-0.000000000000144008,66549.1,-1.09567E-034,-1.14747E-020,-1.9955E-033,-69.8245,1.10682E-015,-44.2839,,,69.8245
0.941,-106786,-0.00000000000014555,67055.2,-1.17691E-034,-1.14747E-020,-1.99504E-033,-69.9689,1.10736E-015,-44.3831,,,69.9689
0.942,-106626,-0.000000000000147097,67560.4,-1.25798E-034,-1.14747E-020,-1.99454E-033,-70.1132,1.1079E-015,-44.4816,,,70.1132
0.943,-106464,-0.000000000000148649,68064.6,-1.33888E-034,-1.14747E-020,-1.99402E-033,-70.2576,1.10844E-015,-44.5792,,,70.2576
0.944,-106300,-0.000000000000150206,68567.7,-1.41962E-034,-1.14747E-020,-1.99346E-033,-70.4021,1.10898E-015,-44.6759,,,70.4021
0.945,-106134,-0.000000000000151768,69069.9,-5.29281E-033,-1.14747E-020,-7.13566E-033,-70.5465,1.10951E-015,-44.7719,,,70.5465
0.946,-105967,-0.000000000000153335,69571.1,-1.78763E-034,-1.14747E-020,-1.97145E-033,-70.691,1.11005E-015,-44.867,,,70.691
0.947,-105798,-0.000000000000154908,70071.3,-1.86701E-034,-1.14747E-020,-1.97072E-033,-70.8354,1.11059E-015,-44.9613,,,70.8354
0.948,-105626,-0.000000000000156485,70570.4,-1.9462E-034,-1.14747E-020,-1.96995E-033,-70.9799,1.11113E-015,-45.0548,,,70.9799
0.949,-105454,-0.000000000000158068,71068.5,-2.02522E-034,-1.14747E-020,-1.96915E-033,-71.1244,1.11167E-015,-45.1474,,,71.1244
0.95,-105279,-0.000000000000159655,71565.5,-2.10406E-034,-1.14747E-020,-1.96833E-033,-71.2688,1.11221E-015,-45.2393,,,71.2688
0.951,-105103,-0.000000000000161248,72061.5,-2.18271E-034,-1.14747E-020,-1.96747E-033,-71.4133,1.11275E-015,-45.3303,,,71.4133
0.952,-104925,-0.000000000000162845,72556.5,-2.26118E-034,-1.14747E-020,-1.96658E-033,-71.5577,1.11329E-015,-45.4205,,,71.5577
0.953,-104745,-0.000000000000164447,73050.3,-2.33947E-034,-1.14747E-020,-1.96567E-033,-71.7021,1.11383E-015,-45.5099,,,71.7021
0.954,-104563,-0.000000000000166054,73543.1,-2.41757E-034,-1.14747E-020,-1.96472E-033,-71.8465,1.11436E-015,-45.5985,,,71.8465
0.955,-104380,-0.000000000000167666,74034.8,-2.49548E-034,-1.14747E-020,-1.96375E-033,-71.9908,1.1149E-015,-45.6862,,,71.9908
0.956,-104195,-0.000000000000169283,74525.4,-2.5732E-034,-1.14747E-020,-1.96275E-033,-72.1351,1.11544E-015,-45.7732,,,72.1351
0.957,-104008,-0.000000000000170905,75014.9,-2.65073E-034,-1.14747E-020,-1.96171E-033,-72.2794,1.11598E-015,-45.8594,,,72.2794
0.958,-103820,-0.000000000000172531,75503.3,-2.72807E-034,-1.14747E-020,-1.96065E-033,-72.4236,1.11652E-015,-45.9448,,,72.4236
0.959,-103630,-0.000000000000174162,75990.6,-2.80522E-034,-1.14747E-020,-1.95956E-033,-72.5678,1.11706E-015,-46.0293,,,72.5678
0.96,-103439,-0.000000000000175798,76476.7,-2.88217E-034,-1.14747E-020,-1.95845E-033,-72.7118,1.11759E-015,-46.1131,,,72.7118
0.961,-103245,-0.000000000000177439,76961.7,-2.95893E-034,-1.14747E-020,-1.9573E-033,-72.8559,1.11813E-015,-46.1961,,,72.8559
0.962,-103051,-0.000000000000179084,77445.6,-3.03549E-034,-1.14747E-020,-1.95613E-033,-72.9998,1.11867E-015,-46.2783,,,72.9998
0.963,-102854,-0.000000000000180734,77928.4,-3.11185E-034,-1.14747E-020,-1.95493E-033,-73.1437,1.11921E-015,-46.3597,,,73.1437
0.964,-102656,-0.000000000000182388,78409.9,2.17348E-033,-1.45904E-018,3.17322E-033,-73.2875,1.11974E-015,-46.4403,,,73.2875
0.965,-102457,-0.000000000000184047,78890.4,2.35339E-033,-1.45904E-018,6.88494E-033,-73.4312,1.12028E-015,-46.5202,,,73.4312
0.966,-102256,-0.000000000000185711,79369.6,-1.39107E-034,-1.14747E-020,1.74202E-033,-73.5748,1.12082E-015,-46.5993,,,73.5748
0.967,-102053,-0.000000000000187379,79847.7,-1.32353E-034,-1.14747E-020,1.74254E-033,-73.7184,1.12135E-015,-46.6775,,,73.7184
0.968,-101849,-0.000000000000189051,80324.6,2.36421E-033,-1.45904E-018,6.86948E-033,-73.8618,1.12189E-015,-46.7551,,,73.8618
0.969,-101643,-0.000000000000190728,80800.3,-1.77384E-034,1.43609E-018,-2.44822E-034,-74.0051,1.12242E-015,-46.8318,,,74.0051
0.97,-101436,-0.00000000000019241,81274.8,2.47109E-033,-1.45904E-018,2.82526E-033,-74.1483,1.12296E-015,-46.9078,,,74.1483
0.971,-101227,-0.000000000000194095,81748.2,2.41895E-033,-1.45904E-018,4.33805E-033,-74.2914,1.1235E-015,-46.983,,,74.2914
0.972,-101017,-0.000000000000195786,82220.3,2.52731E-033,-1.45904E-018,7.15344E-033,-74.4344,1.12403E-015,-47.0574,,,74.4344
0.973,-100805,-0.00000000000019748,82691.2,6.66351E-035,1.43609E-018,-4.44256E-034,-74.5772,1.12457E-015,-47.1311,,,74.5772
0.974,-100592,-0.000000000000199179,83160.9,4.3702E-035,-1.14747E-020,1.20857E-033,-74.7199,1.1251E-015,-47.204,,,74.7199
0.975,-100377,-0.000000000000200883,83629.3,4.83069E-035,-1.14747E-020,1.20839E-033,-74.8625,1.12564E-015,-47.2762,,,74.8625
0.976,-100161,-0.00000000000020259,84096.6,5.29015E-035,-1.14747E-020,1.2082E-033,-75.005,1.12617E-015,-47.3476,,,75.005
0.977,-99943.4,-0.000000000000204302,84562.6,5.74857E-035,-1.14747E-020,1.20799E-033,-75.1473,1.1267E-015,-47.4182,,,75.1473
0.978,-99724.5,-0.000000000000206018,85027.4,2.58963E-033,-1.45904E-018,6.34181E-033,-75.2894,1.12724E-015,-47.4882,,,75.2894
0.979,-99504.2,-0.000000000000207738,85490.9,1.2625E-033,-1.14747E-020,-2.02699E-033,-75.4314,1.12777E-015,-47.5573,,,75.4314
0.98,-99282.4,-0.000000000000209462,85953.1,4.17014E-037,-1.14747E-020,-2.40441E-033,-75.5733,1.1283E-015,-47.6258,,,75.5733
0.981,-99059.3,-0.000000000000211191,86414.2,-3.8657E-033,7.12308E-019,-4.97578E-033,-75.715,1.12884E-015,-47.6935,,,75.715
0.982,-98834.8,-0.000000000000212924,86873.9,-4.15168E-033,7.12308E-019,-4.92242E-033,-75.8565,1.12937E-015,-47.7604,,,75.8565
0.983,-98609,-0.00000000000021466,87332.4,-5.92532E-033,7.12308E-019,-4.64456E-033,-75.9979,1.1299E-015,-47.8266,,,75.9979
0.984,-98381.8,-0.000000000000216401,87789.6,-5.21048E-033,7.12308E-019,-4.14846E-033,-76.139,1.13043E-015,-47.8921,,,76.139
0.985,-98153.3,-0.000000000000218146,88245.6,4.44773E-034,-1.14747E-020,-8.74448E-034,-76.28,1.13096E-015,-47.9569,,,76.28
0.986,-97923.5,-0.000000000000219895,88700.3,2.09024E-033,-7.35258E-019,2.73644E-033,-76.4209,1.1315E-015,-48.0209,,,76.4209
0.987,-97692.4,-0.000000000000221648,89153.6,3.72431E-033,-7.35258E-019,3.64404E-033,-76.5615,1.13203E-015,-48.0843,,,76.5615
0.988,-97460,-0.000000000000223404,89605.7,-1.19305E-034,-1.14747E-020,1.05882E-033,-76.7019,1.13256E-015,-48.1469,,,76.7019
0.989,-97226.3,-0.000000000000225165,90056.5,-5.25816E-033,7.12308E-019,-4.08353E-033,-76.8422,1.13309E-015,-48.2088,,,76.8422
0.99,-96991.4,-0.00000000000022693,90506,-5.27672E-033,7.12308E-019,-4.06254E-033,-76.9822,1.13362E-015,-48.2699,,,76.9822
0.991,-96755.2,-0.000000000000228698,90954.3,-1.53168E-034,-1.14747E-020,1.10109E-033,-77.1221,1.13415E-015,-48.3304,,,77.1221
0.992,-96517.8,-0.00000000000023047,91401.2,-1.49123E-034,-1.14747E-020,1.10164E-033,-77.2617,1.13467E-015,-48.3902,,,77.2617
0.993,-96279.1,-0.000000000000232247,91846.8,4.41424E-033,-7.35258E-019,3.83475E-033,-77.4011,1.1352E-015,-48.4492,,,77.4011
0.994,-96039.2,-0.000000000000234026,92291,1.23989E-033,7.12308E-019,1.28341E-033,-77.5403,1.13573E-015,-48.5076,,,77.5403
0.995,-95798.2,-0.00000000000023581,92734,1.73491E-033,-1.14747E-020,1.22298E-033,-77.6793,1.13626E-015,-48.5653,,,77.6793
0.996,-95555.9,-0.000000000000237598,93175.7,1.69074E-033,-1.14747E-020,1.20706E-033,-77.8181,1.13678E-015,-48.6223,,,77.8181
0.997,-95312.5,-0.000000000000239389,93616,1.69511E-033,-1.14747E-020,1.20092E-033,-77.9566,1.13731E-015,-48.6786,,,77.9566
0.998,-95067.9,-0.000000000000241184,94055,1.69945E-033,7.12308E-019,1.19477E-033,-78.0949,1.13784E-015,-48.7342,,,78.0949
0.999,-94822.1,-0.000000000000242982,94492.7,2.36634E-033,-1.14747E-020,-1.27845E-033,-78.233,1.13836E-015,-48.7891,,,78.233
1,-94575.3,-0.000000000000244784,94929,2.36171E-033,-1.14747E-020,1.28441E-033,-78.3709,1.13889E-015,-48.8433,,,78.3709
