Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,,,Load Mag,Wx,Wz,,Wz_1280Cvs,Wz_20CVs,Wx_20CVs,,Reference,results,from,Simo,Paper
0.153,-15029.1,-2.47709E-015,-13944.9,-2.6496E-034,-5.32468E-019,2.1615E-033,-92.9391,1.03189E-015,74.6792,,,,20.502050697918,92.9391,74.6792,,74.7152,74.7073,93.4312,,,,,,
0.154,-14994.5,-2.57337E-015,-14177.8,-4.95814E-034,-1.70576E-019,-1.22432E-033,-93.3417,1.03208E-015,74.5021,,,,20.6360132557139,93.3417,74.5021,,74.5309,74.5249,93.8337,,,,,,
0.155,-14957.9,-2.67079E-015,-14410.2,-4.84357E-034,-1.70576E-019,-1.2289E-033,-93.7379,1.03227E-015,74.3229,,,,20.7699936555118,93.7379,74.3229,,74.3446,74.3403,94.2297,,,,,,
0.156,-14919.4,-2.76934E-015,-14642.1,8.12751E-034,-5.32468E-019,3.90945E-033,-94.1277,1.03245E-015,74.1418,,,,20.9040567538935,94.1277,74.1418,,74.1563,74.1538,94.6192,,,,,,
0.157,-14878.9,-2.86901E-015,-14873.4,6.04561E-034,-5.32468E-019,4.71746E-034,-94.5112,1.03264E-015,73.9588,,,,21.0380534453642,94.5112,73.9588,,73.9661,73.9655,95.0022,,,,,,
0.158,-14836.4,-2.96979E-015,-15104.1,4.50968E-034,-1.70576E-019,2.15319E-033,-94.8884,1.03283E-015,73.7741,,,,21.1719768035486,94.8884,73.7741,,73.7742,73.7754,95.3789,,,,,,
0.159,-14792.1,-3.07169E-015,-15334.3,4.31493E-034,-1.70576E-019,2.15718E-033,-95.2594,1.03301E-015,73.5876,,,,21.3060315145735,95.2594,73.5876,,73.5807,73.5837,95.7492,,,,,,
0.16,-14745.9,-3.17468E-015,-15563.8,4.121E-034,-1.70576E-019,2.16096E-033,-95.6242,1.0332E-015,73.3996,,,,21.4399962045239,95.6242,73.3996,,73.3856,73.3904,96.1131,,,,,,
0.161,-14697.9,-3.27877E-015,-15792.7,-4.27936E-034,-5.32468E-019,1.51827E-033,-95.9829,1.03338E-015,73.2101,,,,21.5740037475662,95.9829,73.2101,,73.189,73.1956,96.4709,,,,,,
0.162,-14648.1,-3.38394E-015,-16020.9,-4.8537E-034,-5.32468E-019,-2.04111E-033,-96.3354,1.03356E-015,73.0192,,,,21.7079725082745,96.3354,73.0192,,72.9911,72.9994,96.8224,,,,,,
0.163,-14596.6,-3.4902E-015,-16248.5,-4.81592E-034,-5.32468E-019,-4.80579E-034,-96.682,1.03374E-015,72.827,,,,21.8420347909713,96.682,72.827,,72.7918,72.8019,97.1677,,,,,,
0.164,-14543.3,-3.59753E-015,-16475.3,1.98955E-034,-5.32468E-019,-1.75021E-033,-97.0225,1.03392E-015,72.6335,,,,21.9759660761478,97.0225,72.6335,,72.5913,72.6032,97.5069,,,,,,
0.165,-14488.4,-3.70593E-015,-16701.5,3.08081E-034,-1.70576E-019,-2.3572E-034,-97.357,1.0341E-015,72.4388,,,,22.1100392765368,97.357,72.4388,,72.3897,72.4034,97.8401,,,,,,
0.166,-14431.7,-3.81539E-015,-16926.9,3.10126E-034,-5.32468E-019,-2.33078E-034,-97.6857,1.03428E-015,72.243,,,,22.2439634170712,97.6857,72.243,,72.187,72.2024,98.1672,,,,,,
0.167,-14373.5,-3.92591E-015,-17151.6,1.7159E-033,-5.32468E-019,6.38598E-033,-98.0085,1.03445E-015,72.0463,,,,22.3780000180981,98.0085,72.0463,,71.9834,72.0005,98.4884,,,,,,
0.168,-14313.7,-4.03747E-015,-17375.5,-3.28426E-034,-1.70576E-019,-8.35061E-034,-98.3255,1.03463E-015,71.8486,,,,22.5119969780559,98.3255,71.8486,,71.7789,71.7977,98.8037,,,,,,
0.169,-14252.3,-4.15008E-015,-17598.7,-3.71414E-034,-5.32468E-019,-8.30324E-034,-98.6368,1.0348E-015,71.65,,,,22.6460216590023,98.6368,71.65,,71.5735,71.5941,99.1131,,,,,,
0.17,-14189.3,-4.26373E-015,-17821.1,4.73555E-034,-1.70576E-019,1.80919E-033,-98.9423,1.03498E-015,71.4506,,,,22.7799877019282,98.9423,71.4506,,71.3674,71.3897,99.4167,,,,,,
0.171,-14124.9,-4.37841E-015,-18042.7,1.76786E-034,-1.70576E-019,-8.87483E-034,-99.2422,1.03515E-015,71.2505,,,,22.9140093239922,99.2422,71.2505,,71.1606,71.1846,99.7145,,,,,,
0.172,-14059,-4.49412E-015,-18263.5,4.9629E-034,1.03697E-020,4.71917E-034,-99.5365,1.03532E-015,71.0498,,,,23.0480132169782,99.5365,71.0498,,70.9532,70.9789,100.007,,,,,,
0.173,-13991.7,-4.61084E-015,-18483.5,1.77819E-033,-1.70576E-019,5.6187E-033,-99.8252,1.03549E-015,70.8485,,,,23.1820499770836,99.8252,70.8485,,70.7453,70.7726,100.293,,,,,,
0.174,-13922.9,-4.72858E-015,-18702.6,1.80901E-033,-1.70576E-019,7.48316E-033,-100.108,1.03566E-015,70.6466,,,,23.3159685874295,100.108,70.6466,,70.5369,70.5658,100.574,,,,,,
0.175,-13852.8,-4.84733E-015,-18920.9,7.06899E-034,-1.70576E-019,4.00342E-033,-100.386,1.03583E-015,70.4442,,,,23.4499578816253,100.386,70.4442,,70.328,70.3586,100.849,,,,,,
0.176,-13781.4,-4.96708E-015,-19138.4,-8.64591E-035,1.03697E-020,1.26173E-034,-100.659,1.036E-015,70.2415,,,,23.5840060320549,100.659,70.2415,,70.1188,70.1511,101.119,,,,,,
0.177,-13708.6,-5.08783E-015,-19355,-8.72683E-035,-1.70576E-019,1.25444E-034,-100.926,1.03617E-015,70.0384,,,,23.7179623694785,100.926,70.0384,,69.9094,69.9432,101.384,,,,,,
0.178,-13634.6,-5.20957E-015,-19570.8,-4.68044E-034,-1.70576E-019,7.37876E-034,-101.187,1.03634E-015,69.835,,,,23.8520131183932,101.187,69.835,,69.6996,69.7351,101.643,,,,,,
0.179,-13559.3,-5.33229E-015,-19785.7,-4.73537E-034,-1.70576E-019,7.34204E-034,-101.444,1.0365E-015,69.6314,,,,23.9860071912772,101.444,69.6314,,69.4898,69.5268,101.896,,,,,,
0.18,-13482.8,-5.456E-015,-19999.7,6.73289E-034,-1.70576E-019,5.97243E-033,-101.695,1.03667E-015,69.4276,,,,24.1199895507855,101.695,69.4276,,69.2797,69.3183,102.145,,,,,,
0.181,-13405.2,-5.58069E-015,-20212.8,5.96018E-034,-1.70576E-019,8.4E-034,-101.942,1.03683E-015,69.2237,,,,24.2540031928752,101.942,69.2237,,69.0697,69.1098,102.388,,,,,,
0.182,-13326.3,-5.70635E-015,-20425.1,7.09021E-034,-1.70576E-019,5.72251E-033,-102.183,1.037E-015,69.0197,,,,24.3880089736739,102.183,69.0197,,68.8596,68.9013,102.626,,,,,,
0.183,-13246.4,-5.83297E-015,-20636.4,-4.19846E-034,-1.70576E-019,1.4527E-034,-102.419,1.03716E-015,68.8156,,,,24.5219925356811,102.419,68.8156,,68.6495,68.6927,102.859,,,,,,
0.184,-13165.3,-5.96056E-015,-20846.9,-6.12555E-034,-1.70576E-019,6.8018E-034,-102.65,1.03732E-015,68.6116,,,,24.6560005617294,102.65,68.6116,,68.4396,68.4843,103.086,,,,,,
0.185,-13083.2,-6.08911E-015,-21056.4,5.04748E-034,1.03697E-020,1.20195E-033,-102.876,1.03748E-015,68.4077,,,,24.7899597256631,102.876,68.4077,,68.2298,68.2759,103.309,,,,,,
0.186,-13000.1,-6.21861E-015,-21265.1,4.96081E-034,-1.70576E-019,1.20556E-033,-103.097,1.03765E-015,68.2039,,,,24.9240261197905,103.097,68.2039,,68.0201,68.0678,103.527,,,,,,
0.187,-12915.9,-6.34906E-015,-21472.8,1.66788E-033,-1.70576E-019,6.85467E-033,-103.314,1.03781E-015,68.0003,,,,25.0579650540502,103.314,68.0003,,67.8107,67.8598,103.74,,,,,,
0.188,-12830.8,-6.48045E-015,-21679.7,1.61226E-033,-1.70576E-019,6.86796E-033,-103.526,1.03797E-015,67.7968,,,,25.192038836307,103.526,67.7968,,67.6016,67.6521,103.948,,,,,,
0.189,-12744.7,-6.61279E-015,-21885.6,2.16994E-034,-1.70576E-019,2.15504E-034,-103.733,1.03812E-015,67.5936,,,,25.3260116372476,103.733,67.5936,,67.3927,67.4447,104.151,,,,,,
0.19,-12657.7,-6.74606E-015,-22090.6,2.28777E-034,-1.70576E-019,6.77866E-034,-103.935,1.03828E-015,67.3907,,,,25.4600074165347,103.935,67.3907,,67.1843,67.2376,104.35,,,,,,
0.191,-12569.8,-6.88026E-015,-22294.7,-9.37397E-035,1.03697E-020,-1.18541E-033,-104.133,1.03844E-015,67.1881,,,,25.594013365043,104.133,67.1881,,66.9762,67.0309,104.544,,,,,,
0.192,-12481.1,-7.0154E-015,-22497.8,-8.5578E-035,1.03697E-020,-1.18603E-033,-104.326,1.0386E-015,66.9859,,,,25.7279781959252,104.326,66.9859,,66.7686,66.8246,104.733,,,,,,
0.193,-12391.5,-7.15146E-015,-22700.1,-7.74272E-035,1.03697E-020,-1.18661E-033,-104.514,1.03875E-015,66.7841,,,,25.862014853062,104.514,66.7841,,66.5614,66.6188,104.918,,,,,,
0.194,-12301.1,-7.28844E-015,-22901.4,5.73519E-034,-1.70576E-019,3.95566E-033,-104.698,1.03891E-015,66.5827,,,,25.9959839815692,104.698,66.5827,,66.3547,66.4135,105.098,,,,,,
0.195,-12209.9,-7.42633E-015,-23101.8,3.79245E-034,-1.70576E-019,6.55346E-033,-104.878,1.03907E-015,66.3818,,,,26.1299602228936,104.878,66.3818,,66.1486,66.2087,105.273,,,,,,
0.196,-12118,-7.56515E-015,-23301.3,5.18246E-034,-1.70576E-019,6.95385E-033,-105.054,1.03922E-015,66.1814,,,,26.2639773395044,105.054,66.1814,,65.9431,66.0044,105.444,,,,,,
0.197,-12025.3,-7.70487E-015,-23499.9,1.89227E-035,-1.70576E-019,-1.06194E-033,-105.225,1.03937E-015,65.9815,,,,26.3979760606756,105.225,65.9815,,65.7381,65.8008,105.611,,,,,,
0.198,-11932,-7.8455E-015,-23697.6,9.20718E-034,-1.70576E-019,4.45602E-033,-105.391,1.03953E-015,65.7823,,,,26.5320347836347,105.391,65.7823,,65.5339,65.5977,105.774,,,,,,
0.199,-11837.9,-7.98704E-015,-23894.3,-6.77639E-035,-1.70576E-019,-3.22786E-034,-105.554,1.03968E-015,65.5836,,,,26.665960490858,105.554,65.5836,,65.3302,65.3953,105.932,,,,,,
0.2,-11743.3,-8.12948E-015,-24090.2,5.38246E-034,-1.70576E-019,4.8251E-033,-105.712,1.03983E-015,65.3855,,,,26.8000528158062,105.712,65.3855,,65.1273,65.1936,106.086,,,,,,
0.201,-11648,-8.27282E-015,-24285.1,2.24363E-034,1.03697E-020,2.65362E-035,-105.867,1.03999E-015,65.1881,,,,26.9340302593206,105.867,65.1881,,64.9251,64.9927,106.236,,,,,,
0.202,-11552.1,-8.41705E-015,-24479.1,-2.22003E-035,-1.70576E-019,3.5756E-034,-106.017,1.04014E-015,64.9914,,,,27.0680134332019,106.017,64.9914,,64.7237,64.7924,106.381,,,,,,
0.203,-11455.6,-8.56218E-015,-24672.2,3.74046E-035,1.03697E-020,1.63792E-033,-106.163,1.04029E-015,64.7954,,,,27.2019893426933,106.163,64.7954,,64.523,64.5929,106.523,,,,,,
0.204,-11358.6,-8.7082E-015,-24864.4,6.70125E-034,-1.70576E-019,6.78092E-033,-106.305,1.04044E-015,64.6001,,,,27.3359869278576,106.305,64.6001,,64.3232,64.3942,106.66,,,,,,
0.205,-11261,-8.8551E-015,-25055.7,4.22815E-034,-1.70576E-019,2.60269E-033,-106.443,1.04059E-015,64.4056,,,,27.4699512829928,106.443,64.4056,,64.1242,64.1963,106.794,,,,,,
0.206,-11163,-9.0029E-015,-25246.2,3.86419E-034,-1.70576E-019,2.60589E-033,-106.578,1.04074E-015,64.2119,,,,27.6040428821577,106.578,64.2119,,63.926,63.9993,106.923,,,,,,
0.207,-11064.5,-9.15158E-015,-25435.7,-6.55871E-035,1.03697E-020,-1.89055E-033,-106.708,1.04089E-015,64.0189,,,,27.7380243481759,106.708,64.0189,,63.7287,63.8031,107.049,,,,,,
0.208,-10965.5,-9.30113E-015,-25624.3,2.99862E-034,1.03697E-020,-1.39914E-033,-106.835,1.04104E-015,63.8268,,,,27.8719741091298,106.835,63.8268,,63.5324,63.6078,107.171,,,,,,
0.209,-10866.1,-9.45157E-015,-25812.1,-2.70289E-034,1.03697E-020,-1.15098E-033,-106.958,1.04119E-015,63.6356,,,,28.006010705204,106.958,63.6356,,63.3369,63.4134,107.289,,,,,,
0.21,-10766.3,-9.60289E-015,-25999,-1.99775E-034,-8.01032E-020,-9.11391E-034,-107.077,1.04134E-015,63.4452,,,,28.1400287258204,107.077,63.4452,,63.1424,63.2199,107.403,,,,,,
0.211,-10666.1,-9.75508E-015,-26185,-8.99994E-035,-8.01032E-020,-6.82184E-034,-107.193,1.04148E-015,63.2557,,,,28.2740148229784,107.193,63.2557,,62.9488,63.0273,107.514,,,,,,
0.212,-10565.6,-9.90814E-015,-26370.1,5.56773E-034,-8.01032E-020,4.46009E-033,-107.305,1.04163E-015,63.0671,,,,28.4079931950499,107.305,63.0671,,62.7562,62.8357,107.621,,,,,,
0.213,-10464.7,-0.0000000000000100621,-26554.4,5.58841E-034,-8.01032E-020,4.17782E-033,-107.414,1.04178E-015,62.8795,,,,28.5420059815354,107.414,62.8795,,62.5646,62.6451,107.724,,,,,,
0.214,-10363.5,-0.0000000000000102169,-26737.8,1.21353E-034,1.03697E-020,-7.63532E-034,-107.518,1.04192E-015,62.6927,,,,28.6759843961807,107.518,62.6927,,62.374,62.4555,107.824,,,,,,
0.215,-10262,-0.0000000000000103726,-26920.4,8.37293E-035,-8.01032E-020,-7.57169E-034,-107.62,1.04207E-015,62.507,,,,28.8100083332164,107.62,62.507,,62.1844,62.2668,107.92,,,,,,
0.216,-10160.3,-0.0000000000000105291,-27102.1,-2.41144E-034,1.03697E-020,-5.79342E-034,-107.718,1.04222E-015,62.3222,,,,28.9440066421358,107.718,62.3222,,61.9959,62.0792,108.013,,,,,,
0.217,-10058.3,-0.0000000000000106865,-27283,-2.59024E-034,1.03697E-020,-5.77819E-034,-107.813,1.04236E-015,62.1383,,,,29.0780241400615,107.813,62.1383,,61.8084,61.8927,108.102,,,,,,
0.218,-9956.08,-0.0000000000000108448,-27463,-2.55892E-034,1.03697E-020,-5.79213E-034,-107.904,1.04251E-015,61.9555,,,,29.2119820958181,107.904,61.9555,,61.622,61.7071,108.188,,,,,,
0.219,-9853.65,-0.0000000000000110039,-27642.2,2.33521E-034,-8.01032E-020,-4.39819E-034,-107.992,1.04265E-015,61.7737,,,,29.3459646146195,107.992,61.7737,,61.4366,61.5227,108.271,,,,,,
0.22,-9751.04,-0.0000000000000111639,-27820.6,1.23466E-034,-8.01032E-020,-3.07959E-034,-108.076,1.0428E-015,61.5929,,,,29.4799688846783,108.076,61.5929,,61.2524,61.3393,108.35,,,,,,
0.221,-9648.26,-0.0000000000000113248,-27998.2,3.1588E-034,1.03697E-020,-1.78499E-033,-108.158,1.04294E-015,61.4132,,,,29.6139852817482,108.158,61.4132,,61.0692,61.157,108.426,,,,,,
0.222,-9545.33,-0.0000000000000114865,-28175,3.25193E-034,-8.01032E-020,3.35946E-033,-108.236,1.04309E-015,61.2345,,,,29.7480074930893,108.236,61.2345,,60.8872,60.9758,108.499,,,,,,
0.223,-9442.28,-0.0000000000000116491,-28351,8.84481E-034,-8.01032E-020,6.73295E-033,-108.311,1.04323E-015,61.0568,,,,29.8820322702188,108.311,61.0568,,60.7062,60.7957,108.568,,,,,,
0.224,-9339.12,-0.0000000000000118125,-28526.1,3.20258E-034,-8.01032E-020,-3.20122E-034,-108.383,1.04337E-015,60.8803,,,,30.0159548171368,108.383,60.8803,,60.5264,60.6167,108.635,,,,,,
0.225,-9235.88,-0.0000000000000119768,-28700.5,-2.0702E-034,-8.01032E-020,-2.37467E-034,-108.452,1.04352E-015,60.7048,,,,30.1499615194514,108.452,60.7048,,60.3478,60.4388,108.698,,,,,,
0.226,-9132.57,-0.000000000000012142,-28874.2,-2.05824E-034,-8.01032E-020,-2.38501E-034,-108.518,1.04366E-015,60.5304,,,,30.2840430003145,108.518,60.5304,,60.1703,60.2621,108.758,,,,,,
0.227,-9029.21,-0.000000000000012308,-29047,-1.9353E-035,1.03697E-020,-1.74937E-034,-108.581,1.0438E-015,60.357,,,,30.4180019433246,108.581,60.357,,59.9939,60.0865,108.816,,,,,,
0.228,-8925.82,-0.0000000000000124749,-29219.1,2.35206E-034,-8.01032E-020,-1.22716E-034,-108.641,1.04394E-015,60.1848,,,,30.5520223141186,108.641,60.1848,,59.8187,59.912,108.87,,,,,,
0.229,-8822.42,-0.0000000000000126426,-29390.4,-1.27579E-034,-8.01032E-020,-7.59004E-035,-108.698,1.04409E-015,60.0137,,,,30.6860018056507,108.698,60.0137,,59.6447,59.7387,108.921,,,,,,
0.23,-8719.02,-0.0000000000000128112,-29561,8.42651E-034,-8.01032E-020,2.53124E-033,-108.752,1.04423E-015,59.8437,,,,30.8200264561924,108.752,59.8437,,59.4718,59.5666,108.97,,,,,,
0.231,-8615.65,-0.0000000000000129806,-29730.8,-8.03778E-035,1.03697E-020,-9.02726E-036,-108.803,1.04437E-015,59.6748,,,,30.9539964069666,108.803,59.6748,,59.3002,59.3956,109.015,,,,,,
0.232,-8512.32,-0.0000000000000131509,-29899.9,-8.03216E-035,-3.48668E-020,-9.41114E-036,-108.852,1.04451E-015,59.5071,,,,31.0879978736554,108.852,59.5071,,59.1297,59.2258,109.058,,,,,,
0.233,-8409.06,-0.0000000000000133221,-30068.3,-5.51799E-034,1.03697E-020,-5.1463E-033,-108.897,1.04465E-015,59.3404,,,,31.2220267595427,108.897,59.3404,,58.9604,59.0572,109.098,,,,,,
0.234,-8305.87,-0.0000000000000134941,-30235.9,2.92385E-034,-3.48668E-020,3.32114E-033,-108.94,1.04479E-015,59.1749,,,,31.3559743153821,108.94,59.1749,,58.7923,58.8897,109.135,,,,,,
0.235,-8202.77,-0.0000000000000136669,-30402.9,5.39172E-034,-3.48668E-020,5.88324E-033,-108.98,1.04494E-015,59.0106,,,,31.4900264223913,108.98,59.0106,,58.6253,58.7234,109.169,,,,,,
0.236,-8099.78,-0.0000000000000138406,-30569.1,1.84648E-034,-3.48668E-020,2.30658E-033,-109.018,1.04508E-015,58.8474,,,,31.6239831592796,109.018,58.8474,,58.4596,58.5583,109.201,,,,,,
0.237,-7996.92,-0.0000000000000140152,-30734.7,2.06648E-035,-3.48668E-020,1.16624E-033,-109.053,1.04522E-015,58.6853,,,,31.7580306942417,109.053,58.6853,,58.2951,58.3944,109.23,,,,,,
0.238,-7894.21,-0.0000000000000141906,-30899.5,1.13269E-034,-3.48668E-020,1.12876E-033,-109.085,1.04536E-015,58.5244,,,,31.8919684524819,109.085,58.5244,,58.1318,58.2317,109.257,,,,,,
0.239,-7791.66,-0.0000000000000143669,-31063.7,-4.24248E-035,-3.48668E-020,-2.75076E-034,-109.115,1.0455E-015,58.3647,,,,32.0259804415977,109.115,58.3647,,57.9697,58.0702,109.28,,,,,,
