# Time	Qx	Qy	Qz	Mx	My	Mz	Wx	Wy	Wz
0	0	0	0	0	0	0	0	0	0
0.001	-2.56495	1.73419e-19	133.975	0	0	0	-0.00977278	1e-15	1.276
0.002	-10.2576	6.93292e-19	267.804	1.66065e-38	-5.52203e-24	1.53132e-40	-0.039085	1.00001e-15	2.55156
0.003	-23.0711	1.55845e-18	401.337	-3.69686e-37	-2.76204e-23	-9.11789e-36	-0.0879182	1.00001e-15	3.82624
0.004	-40.9942	2.76693e-18	534.43	-7.63728e-37	-1.15981e-22	-2.37517e-35	-0.156242	1.00003e-15	5.09959
0.005	-64.0112	4.31601e-18	666.935	-6.79157e-37	-1.15978e-22	-1.42015e-35	-0.244012	1.00004e-15	6.37119
0.006	-92.1018	6.20217e-18	798.707	-1.2237e-36	-1.15978e-22	-4.11211e-35	-0.351176	1.00006e-15	7.64058
0.007	-125.241	8.42113e-18	929.601	-1.85807e-36	-4.69387e-22	-2.45604e-35	-0.477664	1.00008e-15	8.90735
0.008	-163.401	1.09678e-17	1059.47	-2.85659e-36	-4.69382e-22	-8.60845e-35	-0.623398	1.0001e-15	10.171
0.009	-206.547	1.38365e-17	1188.18	-2.62907e-36	-4.69392e-22	-6.50083e-35	-0.788286	1.00013e-15	11.4312
0.01	-254.643	1.70206e-17	1315.58	-5.38805e-36	-1.88303e-21	-5.67969e-35	-0.972227	1.00016e-15	12.6875
0.011	-307.645	2.05128e-17	1441.54	-7.1515e-36	-1.88304e-21	-1.13236e-34	-1.1751	1.00019e-15	13.9395
0.012	-365.508	2.43051e-17	1565.91	-7.66413e-37	-4.69397e-22	-8.33145e-36	-1.39679	1.00023e-15	15.1866
0.013	-428.181	2.83888e-17	1688.56	3.24575e-37	-3.29668e-21	-3.65634e-35	-1.63716	1.00026e-15	16.4286
0.014	-495.611	3.27545e-17	1809.35	-1.28137e-36	-4.69416e-22	-1.71335e-35	-1.89605	1.00031e-15	17.665
0.015	-567.739	3.7392e-17	1928.15	2.99776e-36	-3.29669e-21	5.29092e-35	-2.1733	1.00035e-15	18.8955
0.016	-644.503	4.22908e-17	2044.84	-1.04987e-36	-4.6941e-22	1.59721e-35	-2.46875	1.0004e-15	20.1195
0.017	-725.836	4.74392e-17	2159.27	-1.34751e-36	-6.12396e-21	1.59485e-35	-2.78221	1.00045e-15	21.3367
0.018	-811.67	5.28254e-17	2271.33	-1.65138e-36	-6.12396e-21	1.59203e-35	-3.1135	1.0005e-15	22.5468
0.019	-901.931	5.84366e-17	2380.89	-2.00488e-36	-6.12396e-21	1.01417e-34	-3.46241	1.00056e-15	23.7493
0.02	-996.542	6.42596e-17	2487.83	-2.0573e-35	-6.12396e-21	-3.34604e-34	-3.82873	1.00062e-15	24.9439
0.021	-1095.42	7.02806e-17	2592.03	-2.65729e-35	-6.12396e-21	-2.60445e-34	-4.21224	1.00068e-15	26.1301
0.022	-1198.49	7.64853e-17	2693.39	9.65588e-36	-6.12396e-21	1.28246e-34	-4.6127	1.00074e-15	27.3078
0.023	-1305.66	8.28588e-17	2791.77	5.77767e-36	-6.12396e-21	-9.51087e-35	-5.02989	1.00081e-15	28.4764
0.024	-1416.84	8.93856e-17	2887.08	-3.16e-37	5.18515e-21	7.88539e-35	-5.46356	1.00088e-15	29.6357
0.025	-1531.93	9.605e-17	2979.21	8.3234e-36	-6.12396e-21	9.95434e-36	-5.91344	1.00095e-15	30.7852
0.026	-1650.85	1.02836e-16	3068.05	6.95985e-37	-6.12396e-21	2.29217e-35	-6.37927	1.00103e-15	31.9248
0.027	-1773.49	1.09726e-16	3153.52	2.05523e-37	-6.12396e-21	1.19016e-34	-6.86078	1.0011e-15	33.054
0.028	-1899.75	1.16703e-16	3235.5	-9.49099e-36	-6.12396e-21	1.18594e-34	-7.35769	1.00118e-15	34.1726
0.029	-2029.54	1.23751e-16	3313.91	-2.2191e-36	-6.12396e-21	-2.53725e-34	-7.86971	1.00127e-15	35.2802
0.03	-2162.74	1.3085e-16	3388.65	2.48511e-36	-6.12396e-21	-2.53723e-34	-8.39655	1.00135e-15	36.3766
0.031	-2299.25	1.37983e-16	3459.65	7.2126e-36	-2.87422e-20	-2.53637e-34	-8.93792	1.00144e-15	37.4615
0.032	-2438.95	1.45131e-16	3526.82	4.25509e-36	-2.87422e-20	2.96334e-34	-9.49349	1.00152e-15	38.5345
0.033	-2581.74	1.52276e-16	3590.08	8.56699e-36	-6.12396e-21	2.99904e-34	-10.063	1.00161e-15	39.5955
0.034	-2727.51	1.59398e-16	3649.36	-3.54983e-35	-6.12396e-21	-8.81436e-34	-10.646	1.00171e-15	40.6442
0.035	-2876.13	1.66478e-16	3704.59	1.03423e-35	-5.13604e-20	-3.34414e-35	-11.2423	1.0018e-15	41.6804
0.036	-3027.5	1.73497e-16	3755.69	-5.60723e-36	-5.13604e-20	2.757e-34	-11.8516	1.0019e-15	42.7037
0.037	-3181.49	1.80435e-16	3802.62	1.99475e-35	-5.13604e-20	4.38162e-35	-12.4734	1.002e-15	43.714
0.038	-3337.99	1.87272e-16	3845.3	1.94193e-35	-5.13604e-20	-8.07728e-35	-13.1075	1.0021e-15	44.7111
0.039	-3496.87	1.93989e-16	3883.68	-3.06407e-36	-5.13604e-20	-9.68571e-35	-13.7536	1.0022e-15	45.6947
0.04	-3658.02	2.00566e-16	3917.71	-3.11113e-36	-5.13604e-20	-3.21289e-36	-14.4112	1.0023e-15	46.6647
0.041	-3821.32	2.06982e-16	3947.35	-1.6601e-35	-5.13604e-20	2.02108e-34	-15.08	1.00241e-15	47.6209
0.042	-3986.64	2.13217e-16	3972.55	1.02306e-36	-5.13604e-20	5.20338e-34	-15.7598	1.00252e-15	48.5631
0.043	-4153.85	2.19252e-16	3993.26	-4.52613e-35	-5.13604e-20	-1.61551e-33	-16.45	1.00262e-15	49.4911
0.044	-4322.85	2.25066e-16	4009.46	-3.60045e-35	-5.13604e-20	-1.69866e-33	-17.1505	1.00273e-15	50.4049
0.045	-4493.5	2.30639e-16	4021.11	-4.58969e-35	-5.13604e-20	-1.69903e-33	-17.8607	1.00285e-15	51.3042
0.046	-4665.69	2.35952e-16	4028.18	-8.59824e-35	-5.13604e-20	-1.85322e-33	-18.5805	1.00296e-15	52.1889
0.047	-4839.28	2.40985e-16	4030.66	2.72177e-35	3.91125e-20	-5.68759e-34	-19.3093	1.00307e-15	53.0589
0.048	-5014.16	2.45717e-16	4028.51	2.25956e-35	3.91125e-20	-5.71222e-34	-20.0469	1.00319e-15	53.9141
0.049	-5190.2	2.50129e-16	4021.72	1.90242e-35	-5.13604e-20	-5.73887e-34	-20.7929	1.0033e-15	54.7544
0.05	-5367.28	2.54202e-16	4010.28	-8.12195e-35	3.91125e-20	-1.86846e-33	-21.547	1.00342e-15	55.5796
0.051	-5545.28	2.57917e-16	3994.17	2.44766e-35	-5.13604e-20	-4.76465e-34	-22.3087	1.00354e-15	56.3898
0.052	-5724.08	2.61254e-16	3973.4	-3.21874e-35	-5.13604e-20	-2.44711e-34	-23.0777	1.00366e-15	57.1848
0.053	-5903.57	2.64194e-16	3947.95	1.7378e-35	-5.13604e-20	1.10466e-34	-23.8537	1.00378e-15	57.9646
0.054	-6083.61	2.66719e-16	3917.84	1.77133e-35	-5.13604e-20	5.91423e-34	-24.6363	1.0039e-15	58.7291
0.055	-6264.09	2.6881e-16	3883.05	1.56639e-35	-5.13604e-20	-5.72292e-34	-25.4252	1.00402e-15	59.4783
0.056	-6444.89	2.7045e-16	3843.61	-3.6534e-35	-5.13604e-20	1.59951e-34	-26.22	1.00414e-15	60.2121
0.057	-6625.91	2.7162e-16	3799.52	3.84568e-35	-5.13604e-20	-2.68442e-34	-27.0203	1.00427e-15	60.9306
0.058	-6807.02	2.72304e-16	3750.8	-5.34945e-35	3.91125e-20	-1.85492e-33	-27.8258	1.00439e-15	61.6336
0.059	-6988.11	2.72483e-16	3697.46	8.51387e-36	-5.13604e-20	1.18916e-34	-28.6362	1.00451e-15	62.3213
