0 0 0
0.199998 0.000844229 0.000844229
0.399968 0.00334785 0.00334785
0.599884 0.00748269 0.00748269
0.799721 0.0132208 0.0132208
0.999455 0.0205344 0.0205344
1.19906 0.0293958 0.0293958
1.39853 0.0397775 0.0397775
1.59782 0.0516524 0.0516524
1.79693 0.0649934 0.0649934
1.99584 0.0797736 0.0797736
2.19452 0.0959666 0.0959666
2.39297 0.113546 0.113546
2.59118 0.132486 0.132486
2.78911 0.15276 0.15276
2.98677 0.174344 0.174344
3.18414 0.197211 0.197211
3.38121 0.221338 0.221338
3.57797 0.246698 0.246698
3.77441 0.273269 0.273269
3.97052 0.301026 0.301026
4.1663 0.329944 0.329944
4.36173 0.360002 0.360002
4.55682 0.391175 0.391175
4.75154 0.423441 0.423441
4.94591 0.456778 0.456778
5.13991 0.491162 0.491162
5.33354 0.526572 0.526572
5.5268 0.562988 0.562988
5.71969 0.600386 0.600386
5.91219 0.638746 0.638746
6.10431 0.678048 0.678048
6.29606 0.718272 0.718272
6.48742 0.759396 0.759396
6.67839 0.801402 0.801402
6.86899 0.844269 0.844269
7.0592 0.887979 0.887979
7.24903 0.932512 0.932512
7.43847 0.97785 0.97785
7.62754 1.02398 1.02398
7.81623 1.07087 1.07087
8.00454 1.11851 1.11851
8.19248 1.16689 1.16689
8.38004 1.21598 1.21598
8.56724 1.26577 1.26577
8.75407 1.31624 1.31624
8.94054 1.36738 1.36738
9.12665 1.41917 1.41917
9.31241 1.47159 1.47159
9.49782 1.52462 1.52462
9.68288 1.57826 1.57826
9.8676 1.63248 1.63248
10.052 1.68728 1.68728
10.236 1.74263 1.74263
10.4197 1.79852 1.79852
10.6031 1.85494 1.85494
10.7862 1.91187 1.91187
10.969 1.96929 1.96929
11.1515 2.02721 2.02721
11.3336 2.08559 2.08559
11.5155 2.14443 2.14443
11.6971 2.20371 2.20371
11.8784 2.26342 2.26342
12.0594 2.32355 2.32355
12.2402 2.38408 2.38408
12.4207 2.44501 2.44501
12.6009 2.50631 2.50631
12.7809 2.56798 2.56798
12.9606 2.63 2.63
13.1401 2.69236 2.69236
13.3194 2.75506 2.75506
13.4985 2.81807 2.81807
13.6773 2.88139 2.88139
13.8559 2.945 2.945
14.0344 3.0089 3.0089
14.2126 3.07307 3.07307
14.3906 3.13749 3.13749
14.5685 3.20217 3.20217
14.7462 3.26709 3.26709
14.9237 3.33223 3.33223
15.1011 3.39758 3.39758
15.2783 3.46315 3.46315
15.4554 3.5289 3.5289
15.6323 3.59484 3.59484
15.8091 3.66096 3.66096
15.9858 3.72723 3.72723
16.1623 3.79366 3.79366
16.3388 3.86023 3.86023
16.5152 3.92693 3.92693
16.6914 3.99375 3.99375
16.8676 4.06068 4.06068
17.0437 4.12772 4.12772
17.2198 4.19484 4.19484
17.3958 4.26204 4.26204
17.5717 4.32932 4.32932
17.7476 4.39665 4.39665
17.9234 4.46403 4.46403
18.0992 4.53146 4.53146
18.275 4.59891 4.59891
18.4508 4.66638 4.66638
18.6265 4.73387 4.73387
