    PART-1-1           1              0.              0.              0.             -0.              0.              0.
    PART-1-1           2             0.4              0.              0.        0.399908      0.00562532      0.00562532
    PART-1-1           3             0.8              0.              0.        0.799221       0.0220758       0.0220758
    PART-1-1           4             1.2              0.              0.         1.19742       0.0487981       0.0487981
    PART-1-1           5             1.6              0.              0.         1.59408       0.0852515       0.0852515
    PART-1-1           6              2.              0.              0.         1.98883        0.130911        0.130911
    PART-1-1           7             2.4              0.              0.         2.38138        0.185268        0.185268
    PART-1-1           8             2.8              0.              0.         2.77147        0.247836        0.247836
    PART-1-1           9             3.2              0.              0.         3.15892        0.318146        0.318146
    PART-1-1          10             3.6              0.              0.         3.54357         0.39575         0.39575
    PART-1-1          11              4.              0.              0.         3.92532        0.480223        0.480223
    PART-1-1          12             4.4              0.              0.         4.30409        0.571159        0.571159
    PART-1-1          13             4.8              0.              0.         4.67983        0.668173        0.668173
    PART-1-1          14             5.2              0.              0.         5.05253        0.770901        0.770901
    PART-1-1          15             5.6              0.              0.         5.42217        0.878997        0.878997
    PART-1-1          16              6.              0.              0.         5.78879        0.992137        0.992137
    PART-1-1          17             6.4              0.              0.         6.15241         1.11001         1.11001
    PART-1-1          18             6.8              0.              0.         6.51308         1.23233         1.23233
    PART-1-1          19             7.2              0.              0.         6.87087         1.35882         1.35882
    PART-1-1          20             7.6              0.              0.         7.22584         1.48922         1.48922
    PART-1-1          21              8.              0.              0.         7.57806         1.62329         1.62329
    PART-1-1          22             8.4              0.              0.         7.92762          1.7608          1.7608
    PART-1-1          23             8.8              0.              0.         8.27461         1.90153         1.90153
    PART-1-1          24             9.2              0.              0.         8.61912         2.04527         2.04527
    PART-1-1          25             9.6              0.              0.         8.96124         2.19185         2.19185
    PART-1-1          26             10.              0.              0.         9.30106         2.34106         2.34106
    PART-1-1          27            10.4              0.              0.         9.63869         2.49275         2.49275
    PART-1-1          28            10.8              0.              0.         9.97422         2.64675         2.64675
    PART-1-1          29            11.2              0.              0.         10.3078         2.80291         2.80291
    PART-1-1          30            11.6              0.              0.         10.6394         2.96108         2.96108
    PART-1-1          31             12.              0.              0.         10.9692         3.12112         3.12112
    PART-1-1          32            12.4              0.              0.         11.2973         3.28291         3.28291
    PART-1-1          33            12.8              0.              0.         11.6238         3.44632         3.44632
    PART-1-1          34            13.2              0.              0.         11.9488         3.61124         3.61124
    PART-1-1          35            13.6              0.              0.         12.2724         3.77755         3.77755
    PART-1-1          36             14.              0.              0.         12.5946         3.94514         3.94514
    PART-1-1          37            14.4              0.              0.         12.9156         4.11392         4.11392
    PART-1-1          38            14.8              0.              0.         13.2355         4.28378         4.28378
    PART-1-1          39            15.2              0.              0.         13.5543         4.45464         4.45464
