x	y	z
0	0	0	0	0	0
0.05	9.99999243017e-16	1.00000075731e-15	2.78093989434e-25	-6.12823001743e-24	0.0785398139999
0.148768834133	0.0156434460418	1.00000025305e-15	1.01656556546e-24	-6.1397345212e-24	0.235619442
0.243874486051	0.0465451445892	1.0000005061e-15	1.74105790321e-24	-6.14908990458e-24	0.392699069999
0.332975139108	0.0919441933122	9.9999924453e-16	2.41740159879e-24	-6.15544078407e-24	0.549778697999
0.413876839645	0.150722717027	1.00000000245e-15	3.05932765383e-24	-6.15598378452e-24	0.706858325999
0.484587519419	0.221433393491	1.0000002555e-15	3.69153790541e-24	-6.15149312737e-24	0.863937953999
0.543366046919	0.302335091278	9.99999751237e-16	4.29605567502e-24	-6.13624638154e-24	1.021017582
0.588765099812	0.39143574221	1.00000050916e-15	4.94746503869e-24	-6.12179392767e-24	1.17809721
0.61966680281	0.486541392683	9.99999752462e-16	5.62488227229e-24	-6.09825793005e-24	1.335176838
0.635310253474	0.585310226083	1.00000152012e-15	6.29769701499e-24	-6.06432029685e-24	1.492256466
0.635310255814	0.635310226083	1.00000000582e-15	6.63317235459e-24	-6.05921700526e-24	1.57079628
