x	y	z
0	0	0	0	0	0
0.05	3.20474742746e-22	-3.20474742746e-22	3.78252246198e-23	-5.99970707954e-22	0.078539814
0.15	1.47911419729e-22	-1.47911419729e-22	1.22583190188e-22	-6.00635306401e-22	0.235619442
0.25	-1.72563323017e-22	1.72563323017e-22	2.07114361361e-22	-6.01273606495e-22	0.39269907
0.35	-7.39557098645e-23	7.39557098645e-23	2.91792516538e-22	-6.01897570468e-22	0.549778698
0.45	1.47911419729e-22	-1.47911419729e-22	3.76599062161e-22	-6.02390857164e-22	0.706858326
0.55	-2.95822839458e-22	2.95822839458e-22	4.59804869433e-22	-6.02776505466e-22	0.863937954
0.65	2.46519032882e-22	-2.46519032882e-22	5.42687987122e-22	-6.02889415979e-22	1.021017582
0.75	1.72563323017e-22	-1.72563323017e-22	6.24046233374e-22	-6.0296568037e-22	1.17809721
0.85	-4.19082355899e-22	4.19082355899e-22	7.04075100298e-22	-6.03017911628e-22	1.335176838
0.95	5.66993775628e-22	-5.66993775628e-22	7.87403838393e-22	-6.03051424044e-22	1.492256466
1	0	0	8.29058462723e-22	-6.03237042534e-22	1.57079628
