x	y	z
0	0	0
0.200012500029	1.76776578401e-05	1.76776578401e-05
0.599419219684	0.0157554476832	0.0157554476832
0.997140343625	0.0460864354619	0.0460864354619
1.39233267729	0.0899377696295	0.0899377696295
1.78434520745	0.146283844332	0.146283844332
2.1726900005	0.21415334106	0.21415334106
2.55701614996	0.292633197049	0.292633197049
2.93708678517	0.38087024746	0.38087024746
3.31275902142	0.478071139116	0.478071139116
3.68396665107	0.583500997475	0.583500997475
4.05070533163	0.696481228006	0.696481228006
4.41302000919	0.816386748498	0.816386748498
4.77099431601	0.942642878928	0.942642878928
5.12474169203	1.07472205903	1.07472205903
5.47439799844	1.21214051854	1.21214051854
5.82011541257	1.3544549898	1.3544549898
6.16205741596	1.50125952467	1.50125952467
6.50039471	1.65218245704	1.65218245704
6.83530191436	1.80688353604	1.80688353604
7.16695492311	1.96505124356	1.96505124356
7.49552881122	2.126400301	2.126400301
7.82119619936	2.29066936391	2.29066936391
8.14412599916	2.45761889942	2.45761889942
8.4644824727	2.62702923797	2.62702923797
8.78242455067	2.79869878947	2.79869878947
9.09810536225	2.9724424132	2.9724424132
9.4116719375	3.14808992979	3.14808992979
9.72326504958	3.32548476435	3.32548476435
10.0330191695	3.50448270957	3.50448270957
10.3410625104	3.68495079828	3.68495079828
10.6475171436	3.86676627559	3.86676627559
10.9524991697	4.04981566132	4.04981566132
11.2561189326	4.2339938939	4.2339938939
11.5584812668	4.4192035481	4.4192035481
11.8596857685	4.60535411892	4.60535411892
12.1598270835	4.79236136512	4.79236136512
12.4589952083	4.9801467063	4.9801467063
12.7572757976	5.16863666772	5.16863666772
13.0547504768	5.35776236795	5.35776236795
13.3514971557	5.54745904458	5.54745904458
13.6475903422	5.7376656138	5.7376656138
13.9431014543	5.92832425981	5.92832425981
14.2380991287	6.11938005067	6.11938005067
14.5326495272	6.31078057713	6.31078057713
14.826816639	6.50247561149	6.50247561149
15.1206625786	6.69441678362	6.69441678362
15.4142478819	6.88655727148	6.88655727148
15.7076317971	7.07885150368	7.07885150368
16.0008725748	7.27125487177	7.27125487177
16.2940277539	7.46372344981	7.46372344981
16.4405911007	7.55996858458	7.55996858458
