x	y	z
0	0	0
0.200012500029	1.76776578318e-05	1.76776578419e-05
0.599419127814	0.0157566146637	0.0157566146905
0.997139917953	0.0460897920493	0.04608979213
1.39233157052	0.089944196223	0.0899441963851
1.78434300436	0.146294085475	0.146294085745
2.17268624843	0.214168014589	0.214168014995
2.55701038301	0.292652804873	0.292652805441
2.93707854285	0.380895187095	0.380895187851
3.31274786259	0.478101715343	0.478101716313
3.68395216386	0.583537433675	0.583537434884
4.0506871401	0.69652367689	0.696523678361
4.41299777738	0.816435302036	0.816435303792
4.77096774991	0.942697577408	0.942697579473
5.12471053996	1.0747828992	1.0747829016
5.47436205025	1.21220746089	1.21220746363
5.82007449793	1.3545279649	1.35452796802
6.16201140206	1.50133843883	1.50133844233
6.50034349885	1.65226719713	1.65226720104
6.83524543982	1.80697397375	1.80697397809
7.16689314789	1.965147239	1.96514724378
7.49546172375	2.12650170578	2.12650171102
7.8211238108	2.29077602384	2.29077602955
8.14404834048	2.45773065673	2.45773066293
8.46439959193	2.62714593317	2.62714593987
8.78233651029	2.79882026304	2.79882027025
9.09801223676	2.97256850684	2.97256851457
9.41157381119	3.14822048759	3.14822049587
9.72316201449	3.32561963373	3.32561964256
10.0329113235	3.50462174202	3.5046217514
10.3409499555	3.68509385	3.68509385996
10.6473999846	3.86691320805	3.86691321858
10.9523775123	4.04996634159	4.04996635271
11.2559928829	4.23414819508	4.23414820679
11.5583509297	4.41936134953	4.41936136185
11.8595512467	4.60551530641	4.60551531933
12.159688477	4.79252583112	4.79252584465
12.4588526133	4.98031434999	4.98031436414
12.7571293059	5.16880739514	5.16880740991
13.0546001754	5.35793609204	5.35793610744
13.3513431262	5.54763568523	5.54763570126
13.6474326604	5.73784509787	5.73784511453
13.9429401895	5.92850652115	5.92850653845
14.2379343439	6.11956503013	6.11956504806
14.5324812786	6.31096822255	6.31096824112
14.8266449754	6.5026658777	6.5026658969
15.120487542	6.69460963241	6.69460965224
15.4140695066	6.8867526716	6.88675269208
15.70745011	7.07904943086	7.07904945197
16.0006875952	7.27145530866	7.27145533041
16.2938394933	7.46392638602	7.46392640841
16.4404012016	7.56017276872	7.56017279142
