x	y	z
0	0	0
0.19993610801	0.0025545994575	0.00255459945743
0.59951421316	0.0135532662382	0.0135532662377
0.998247295049	0.0351052157524	0.0351052157512
1.39565944755	0.0666639157156	0.0666639157133
1.79135016014	0.107696773023	0.107696773019
2.18498651114	0.157687676241	0.157687676236
2.57629585864	0.216138852969	0.216138852962
2.96505905937	0.282572151325	0.282572151316
3.35110422649	0.35652984272	0.356529842709
3.73430102246	0.437575031299	0.437575031286
4.1145554725	0.52529174423	0.525291744215
4.49180527621	0.619284766668	0.619284766651
4.8660155901	0.719179275812	0.719179275792
5.23717525038	0.82462032	0.824620319978
5.60529340387	0.935272181383	0.935272181359
5.9703965145	1.05081765413	1.0508176541
6.33252571325	1.17095726448	1.17095726445
6.69173446046	1.29540845415	1.29540845412
7.04808649087	1.42390474429	1.42390474426
7.40165401371	1.55619489397	1.55619489393
7.75251614168	1.69204206377	1.69204206374
8.10075752508	1.83122299321	1.83122299317
8.44646716904	1.97352719798	1.97352719794
8.78973741372	2.11875619189	2.11875619185
9.13066305943	2.26672273673	2.26672273669
9.46934062015	2.41725012211	2.41725012207
9.8058676906	2.57017147662	2.57017147657
10.1403424137	2.72532911081	2.72532911076
10.4728630362	2.88257389196	2.88257389191
10.8035275427	3.04176465012	3.04176465007
11.1324333572	3.20276761461	3.20276761457
11.4596771054	3.36545587996	3.36545587991
11.7853544287	3.52970889991	3.52970889986
12.1095598448	3.6954120082	3.69541200815
12.4323866482	3.86245596458	3.86245596453
12.753926845	4.03073652455	4.0307365245
13.0742711189	4.20015403125	4.2001540312
13.3935088233	4.37061302789	4.37061302784
13.7117279955	4.54202188932	4.54202188927
14.0290153921	4.71429247099	4.71429247093
14.3454565399	4.88733977397	4.88733977391
14.6611358022	5.06108162452	5.06108162447
14.9761364578	5.23543836672	5.23543836666
15.2905407897	5.41033256682	5.41033256676
15.6044301839	5.585688728	5.58568872794
15.9178852346	5.76143301414	5.76143301408
16.230985857	5.93749298135	5.93749298129
16.5438114032	6.11379731609	6.11379731603
16.8564407845	6.29027557848	6.29027557843
17.1689525942	6.46685794983	6.46685794977
17.3251889144	6.55516646638	6.55516646632
