x	y	z
-4.82030754297e-35	1.95378617289e-18	2.60504823052e-18
0.199913120646	0.00274195135469	0.00274195135469
0.599235692002	0.0174554907773	0.0174554907773
0.99684324626	0.0477807057998	0.0477807057998
1.39196480076	0.0914765515934	0.0914765515934
1.78392458793	0.147697854125	0.147697854125
2.17223534334	0.215448221395	0.215448221395
2.55654186435	0.293818780223	0.293818780223
2.93660440956	0.381956084306	0.381956084306
3.31227750286	0.479066702246	0.479066702246
3.68349276707	0.584415421811	0.584415421811
4.05024405339	0.697323177772	0.697323177772
4.41257482529	0.817164332859	0.817164332859
4.77056751385	0.943363607797	0.943363607797
5.12433459918	1.0753928281	1.0753928281
5.47401118683	1.2127676152	1.2127676152
5.81974886935	1.35504411332	1.35504411332
6.16171068501	1.50181581593	1.50181581593
6.50006700794	1.65271053385	1.65271053385
6.8349922247	1.80738753153	1.80738753153
7.16666207204	1.96553484557	1.96553484557
7.49525152772	2.12686679101	2.12686679101
7.82093316254	2.29112165481	2.29112165481
8.14387587486	2.45805957122	2.45805957122
8.46424394142	2.62746057128	2.62746057128
8.78219632832	2.79912279658	2.79912279658
9.09788621521	2.97286086649	2.97286086649
9.41146069306	3.1485043878	3.1485043878
9.72306060273	3.32589659534	3.32589659534
10.0328204868	3.50489311282	3.50489311282
10.3408686319	3.6853608233	3.6853608233
10.6473271825	3.86717683934	3.86717683934
10.9523123112	4.05022756358	4.05022756358
11.2559344317	4.23440783107	4.23440783107
11.5582984456	4.41962012541	4.41962012541
11.8595040124	4.60577386136	4.60577386136
12.1596458381	4.79278472709	4.79278472709
12.4588139755	4.98057408019	4.98057408019
12.7570941318	5.16906839146	5.16906839146
13.0545679813	5.35819873171	5.35819873171
13.3513134795	5.54790029662	5.54790029662
13.6474051763	5.7381119656	5.7381119656
13.9429145286	5.92877589059	5.92877589059
14.2379102095	6.11983711124	6.11983711124
14.5324584145	6.31124319327	6.31124319327
14.8266231639	6.50294388678	6.50294388678
15.1204666018	6.69489080182	6.69489080182
15.4140492915	6.88703709854	6.88703709854
15.7074305077	7.07933718931	7.07933718931
16.0006685261	7.27174645061	7.27174645061
16.2938209101	7.46422094232	7.46422094232
16.4403828533	7.56046903731	7.56046903731
