x	y	z
0	0	0
0.199990531197	0.00101256431475	0.00101256431475
0.599929615551	0.00511822494292	0.00511822494292
0.999746073849	0.0132425501184	0.0132425501184
1.39936570236	0.0252755655105	0.0252755655105
1.79872057348	0.041108246083	0.041108246083
2.19774875495	0.0606326048257	0.0606326048257
2.59639403657	0.0837417698186	0.0837417698186
2.99460566459	0.11033005043	0.11033005043
3.39233808419	0.140292993411	0.140292993411
3.78955069005	0.173527429613	0.173527429613
4.1862075851	0.209931512007	0.209931512007
4.58227734763	0.249404745665	0.249404745665
4.97773280654	0.291848010296	0.291848010296
5.37255082484	0.337163575935	0.337163575934
5.76671209129	0.385255112291	0.385255112291
6.16020091995	0.436027692295	0.436027692295
6.55300505767	0.489387790282	0.489387790282
6.94511549916	0.545243275273	0.545243275273
7.33652630973	0.603503399761	0.603503399761
7.72723445517	0.664078784364	0.664078784364
8.11723963888	0.726881398733	0.726881398733
8.50654414586	0.791824539012	0.791824539012
8.89515269335	0.85882280218	0.85882280218
9.28307228808	0.927792057549	0.927792057549
9.67031208958	0.998649415695	0.998649415695
10.0568832797	1.07131319505	1.07131319505
10.4427989379	1.14570288641	1.14570288641
10.8280739221	1.22173911558	1.22173911558
11.2127247547	1.29934360428	1.29934360428
11.5967695143	1.37843912964	1.37843912964
11.9802277318	1.45894948235	1.45894948235
12.3631202916	1.5407994236	1.5407994236
12.745469337	1.62391464112	1.62391464112
13.1272981798	1.70822170427	1.70822170427
13.5086312148	1.79364801847	1.79364801847
13.8894938367	1.88012177892	1.88012177892
14.2699123621	1.96757192394	1.96757192394
14.6499139538	2.05592808776	2.05592808776
15.0295265491	2.14512055312	2.14512055312
15.4087787901	2.2350802035	2.2350802035
15.7876999579	2.32573847526	2.32573847526
16.1663199082	2.41702730959	2.41702730959
16.5446690101	2.50887910444	2.50887910444
16.9227780861	2.60122666635	2.60122666635
17.3006783549	2.6940031623	2.6940031623
17.6784013752	2.78714207156	2.78714207156
18.0559789906	2.88057713759	2.88057713759
18.4334432766	2.9742423199	2.9742423199
18.8108264699	3.06807174151	3.06807174151
19.1881609151	3.16199964297	3.16199964297
19.37682	3.20898	3.20898
