x	y	z
0	0	0
0.199977414451	0.00152468508275	0.00152468508263
0.599825655149	0.00811812656887	0.00811812656816
0.999363306931	0.0211256405516	0.0211256405498
1.39840519245	0.0403255817442	0.0403255817407
1.79678574602	0.0654993180259	0.0654993180201
2.19435775939	0.0964316797649	0.0964316797565
2.59099117397	0.132911333277	0.132911333265
2.98657192236	0.174731085855	0.17473108584
3.38100082146	0.221688129344	0.221688129325
3.77419251853	0.27358422874	0.273584228716
4.16607449058	0.330225861826	0.330225861797
4.55658609736	0.391424315394	0.39142431536
4.94567768722	0.456995743119	0.45699574308
5.33330975502	0.52676118974	0.526761189695
5.71945215089	0.600546585776	0.600546585725
6.10408333834	0.678182716603	0.678182716545
6.48718969997	0.759505169357	0.759505169292
6.86876488903	0.844354260777	0.844354260705
7.24880922479	0.932574948776	0.932574948697
7.62732912984	1.02401673024	1.02401673016
8.00433660719	1.11853352728	1.11853352719
8.37984875509	1.21598356387	1.21598356377
8.75388731765	1.31622923469	1.31622923458
9.12647826908	1.41913696758	1.41913696746
9.49765142978	1.52457708108	1.52457708095
9.86744011209	1.63242363813	1.632423638
10.2358807941	1.74255429696	1.74255429682
10.6030128197	1.85485016003	1.85485015988
10.9688781227	1.96919562184	1.96919562168
11.3335209742	2.0854782161	2.08547821593
11.6969877506	2.20358846297	2.20358846279
12.059326722	2.32341971657	2.32341971639
12.4205878581	2.44486801342	2.44486801322
12.7808226517	2.56783192177	2.56783192157
13.1400839568	2.69221239236	2.69221239215
13.4984258422	2.81791261052	2.8179126103
13.8559034578	2.94483784984	2.94483784961
14.2125729126	3.07289532754	3.0728953273
14.5684911643	3.20199406147	3.20199406122
14.9237159189	3.33204472877	3.33204472851
15.278305539	3.46295952618	3.46295952591
15.6323189607	3.59465203199	3.59465203172
15.9858156181	3.72703706948	3.7270370692
16.3388553732	3.86003057173	3.86003057144
16.6914984533	3.99354944784	3.99354944754
17.0438053917	4.12751145029	4.12751144998
17.395836974	4.26183504332	4.261835043
17.7476541868	4.3964392723	4.39643927197
18.0993181709	4.53124363376	4.53124363343
18.4508901749	4.66616794611	4.66616794576
18.6266608433	4.73365008338	4.73365008303
