# Time	Qx	Qy	Qz	Mx	My	Mz	Wx	Wy	Wz
0	0	0	0	0	0	0	0	0	0
0.01	-2.82828	-1.63329	29.8217	-4.10922e-19	-5.1301e-19	-3.77345e-20	-0.204196	-0.145389	5.62216
0.02	-11.2366	-6.48096	58.581	-1.30522e-18	-8.57586e-19	-1.91394e-19	-0.812723	-0.578755	11.1813
0.03	-24.9992	-14.3888	85.2526	2.27403e-18	-1.33985e-18	4.12266e-19	-1.81357	-1.2918	16.6161
0.04	-43.751	-25.1076	108.883	-1.91614e-19	3.12546e-18	7.25104e-19	-3.18725	-2.27109	21.8691
0.05	-67.004	-38.3044	128.62	1.32583e-18	-1.69067e-18	-1.02397e-18	-4.90758	-3.49855	26.8876
0.06	-94.1686	-53.5773	143.742	8.39207e-21	-2.78973e-20	1.28513e-23	-6.94268	-4.95221	31.6255
0.07	-124.578	-70.4718	153.669	-2.51689e-20	2.95964e-20	4.26524e-23	-9.25615	-6.60696	36.044
0.08	-157.513	-88.4992	157.979	-2.2468e-20	4.8952e-21	-8.85737e-23	-11.8083	-8.43552	40.1122
0.09	-192.233	-107.155	156.41	1.35969e-20	-1.65777e-20	1.61791e-22	-14.5576	-10.4092	43.8076
0.1	-227.996	-125.936	148.855	5.71077e-20	-8.15248e-20	2.61821e-22	-17.4617	-12.499	47.1157
0.11	-264.085	-144.356	135.353	5.14065e-21	-5.24592e-21	4.54418e-22	-20.4788	-14.6762	50.03
0.12	-299.826	-161.959	116.075	-5.16034e-20	1.41279e-19	-1.55587e-21	-23.5685	-16.9129	52.5509
0.13	-334.606	-178.331	91.305	-4.37789e-20	2.71346e-20	1.5955e-21	-26.6927	-19.1833	54.6855
0.14	-367.882	-193.107	61.4211	5.8115e-20	-5.35497e-20	3.22513e-21	-29.8164	-21.4632	56.4464
0.15	-399.19	-205.974	26.8736	7.22997e-21	3.18815e-20	3.38445e-21	-32.908	-23.7312	57.8507
0.16	-428.148	-216.677	-11.835	6.00334e-20	-3.28947e-21	5.61959e-22	-35.9396	-25.9681	58.9192
0.17	-454.459	-225.017	-54.1706	1.26335e-20	5.78638e-21	-1.25902e-21	-38.8873	-28.1578	59.6753
0.18	-477.903	-230.849	-99.5842	3.29426e-20	-2.6397e-20	7.49454e-21	-41.7309	-30.2866	60.1441
0.19	-498.34	-234.078	-147.528	1.64827e-20	1.72333e-20	-2.51894e-21	-44.4541	-32.3435	60.3519
0.2	-515.696	-234.657	-197.469	1.20256e-20	-1.19236e-20	4.31141e-22	-47.0442	-34.3197	60.325
0.21	-529.959	-232.579	-248.898	-3.7201e-22	1.9015e-21	-1.24571e-21	-49.4915	-36.209	60.0896
0.22	-541.174	-227.873	-301.338	5.18588e-22	-8.30557e-23	-1.4345e-21	-51.7895	-38.007	59.6711
0.23	-549.43	-220.596	-354.351	-1.11927e-20	3.6453e-21	1.47492e-20	-53.9342	-39.711	59.0938
0.24	-554.852	-210.832	-407.54	1.60837e-20	2.22219e-20	8.09719e-21	-55.924	-41.32	58.3805
0.25	-557.599	-198.682	-460.553	1.13353e-20	7.28874e-21	1.43314e-20	-57.759	-42.8342	57.5526
0.26	-557.849	-184.261	-513.081	5.02214e-21	-4.97046e-21	7.49246e-21	-59.4412	-44.2549	56.6297
0.27	-555.802	-167.696	-564.856	7.58344e-23	-1.03475e-20	2.12736e-21	-60.9738	-45.5843	55.6294
0.28	-551.664	-149.119	-615.655	6.25983e-23	8.93272e-21	5.03055e-21	-62.3609	-46.8253	54.5681
0.29	-545.65	-128.662	-665.291	-3.28897e-21	1.6629e-20	-2.15566e-21	-63.6075	-47.9812	53.4599
0.3	-537.979	-106.463	-713.614	-2.5417e-21	1.09954e-20	9.92624e-21	-64.7194	-49.0557	52.3176
0.31	-528.866	-82.6529	-760.506	9.06346e-21	-1.51403e-20	-9.36963e-21	-65.7025	-50.0529	51.1524
0.32	-518.525	-57.3617	-805.879	5.09031e-22	-2.41171e-20	-9.38622e-21	-66.5631	-50.9769	49.9739
0.33	-507.163	-30.7139	-849.672	-5.43273e-21	-2.95659e-20	6.57507e-21	-67.3077	-51.8318	48.7904
0.34	-494.979	-2.82778	-891.845	-4.61833e-21	1.38243e-20	1.41937e-21	-67.9426	-52.6218	47.6091
0.35	-482.167	26.1846	-932.378	-1.15049e-20	2.16302e-20	3.05303e-21	-68.4742	-53.351	46.4359
0.36	-468.908	56.218	-971.27	-1.19466e-20	2.1704e-20	2.5593e-21	-68.9088	-54.0233	45.2758
0.37	-455.375	87.1746	-1008.53	-2.07639e-20	9.73557e-21	3.47892e-22	-69.2523	-54.6425	44.1328
0.38	-441.732	118.963	-1044.18	9.71464e-21	-1.44383e-20	2.17732e-22	-69.5105	-55.2122	43.0102
0.39	-428.132	151.5	-1078.26	3.0601e-21	1.12815e-20	5.86343e-22	-69.6891	-55.7358	41.9104
0.4	-414.719	184.707	-1110.81	-1.89173e-20	1.06295e-20	-2.19277e-21	-69.7932	-56.2166	40.8356
0.41	-401.627	218.514	-1141.86	-5.45936e-22	5.55733e-22	6.76323e-21	-69.828	-56.6574	39.7869
0.42	-388.983	252.855	-1171.48	2.38398e-20	-7.69632e-21	3.86785e-21	-69.7981	-57.0611	38.7654
0.43	-376.903	287.67	-1199.7	1.72229e-20	-4.29777e-21	-6.65818e-21	-69.7079	-57.4301	37.7716
0.44	-365.496	322.905	-1226.6	-2.23814e-21	1.99636e-22	1.30005e-20	-69.5616	-57.7669	36.8056
0.45	-354.863	358.508	-1252.22	1.59811e-21	9.40375e-24	8.53256e-21	-69.363	-58.0736	35.8673
0.46	-345.1	394.434	-1276.61	-9.15224e-21	8.64124e-22	-1.15201e-20	-69.1159	-58.352	34.9563
0.47	-336.294	430.64	-1299.83	2.68378e-20	5.11038e-23	9.70641e-21	-68.8236	-58.6039	34.0721
0.48	-328.528	467.086	-1321.93	1.45714e-20	7.52093e-22	4.45116e-21	-68.4893	-58.8309	33.2139
0.49	-321.877	503.735	-1342.96	-5.06841e-20	-1.36589e-21	-1.63063e-20	-68.1158	-59.0344	32.3809
0.5	-316.412	540.552	-1362.97	-2.18318e-20	-6.57746e-22	-9.39037e-21	-67.706	-59.2157	31.572
0.51	-312.201	577.504	-1382	-1.00924e-21	-7.28213e-23	1.56689e-20	-67.2624	-59.3757	30.7862
0.52	-309.304	614.559	-1400.09	-4.75152e-19	-3.50542e-20	6.85052e-19	-66.7873	-59.5156	30.0224
0.53	-307.781	651.686	-1417.28	-1.78396e-18	2.37855e-20	-4.20524e-19	-66.2829	-59.636	29.2793
0.54	-307.684	688.856	-1433.6	-3.02445e-19	-6.23765e-20	1.30329e-19	-65.7514	-59.7378	28.5557
0.55	-309.064	726.038	-1449.09	-4.64074e-19	-1.41258e-19	8.45691e-19	-65.1946	-59.8215	27.8504
0.56	-311.97	763.204	-1463.76	1.25624e-18	8.66763e-20	5.83138e-19	-64.6145	-59.8876	27.162
0.57	-316.444	800.323	-1477.65	-2.18218e-19	6.20229e-20	6.73668e-19	-64.0125	-59.9366	26.4895
0.58	-322.528	837.365	-1490.77	-1.26274e-19	-1.05542e-19	8.45033e-20	-63.3905	-59.9688	25.8314
0.59	-330.26	874.301	-1503.14	-6.40751e-19	-1.57174e-20	-1.34317e-19	-62.7499	-59.9844	25.1865
0.6	-339.676	911.098	-1514.77	-1.6282e-19	8.76817e-20	-3.43575e-19	-62.0921	-59.9837	24.5537
0.61	-350.81	947.724	-1525.66	2.77443e-19	-1.26571e-19	-7.6973e-20	-61.4184	-59.9667	23.9316
0.62	-363.69	984.146	-1535.83	1.30331e-18	6.09923e-20	-1.07569e-19	-60.7303	-59.9336	23.3192
0.63	-378.345	1020.33	-1545.28	1.40201e-18	-1.11819e-20	-4.38244e-19	-60.029	-59.8844	22.7153
0.64	-394.799	1056.23	-1554	3.31377e-19	-6.93554e-21	6.68636e-20	-59.3156	-59.8191	22.1187
0.65	-413.077	1091.83	-1561.98	8.90863e-19	1.0622e-19	4.45875e-20	-58.5914	-59.7376	21.5284
0.66	-433.196	1127.07	-1569.22	-9.981e-19	-8.50619e-20	-4.28008e-19	-57.8575	-59.6398	20.9434
0.67	-455.175	1161.92	-1575.71	-1.58227e-18	-4.65497e-20	-1.57609e-19	-57.1149	-59.5256	20.3625
0.68	-479.028	1196.33	-1581.43	1.49024e-19	-4.10152e-20	-3.81745e-20	-56.3648	-59.3949	19.785
0.69	-504.767	1230.26	-1586.37	6.76641e-19	8.07784e-20	-3.78926e-20	-55.6083	-59.2476	19.2097
