# Time	Qx	Qy	Qz	Mx	My	Mz	Wx	Wy	Wz
0	0	0	0	0	0	0	0	0	0
0.01	-2.82825	-1.63419	29.8216	9.60451e-20	-2.22626e-19	9.68781e-21	-0.204242	-0.145537	5.62571
0.02	-11.2366	-6.48457	58.5806	2.77132e-19	-8.59248e-19	-1.59634e-19	-0.812923	-0.579358	11.1885
0.03	-24.9995	-14.397	85.2511	4.51675e-18	1.83591e-18	2.73573e-19	-1.81407	-1.2932	16.6271
0.04	-43.7523	-25.1223	108.879	-3.97104e-18	4.16374e-19	3.93474e-20	-3.18828	-2.27367	21.884
0.05	-67.0072	-38.3278	128.612	2.08402e-18	-3.60813e-19	-1.22229e-19	-4.90943	-3.50275	26.9066
0.06	-94.1748	-53.611	143.725	-1.59878e-18	-5.55027e-18	-3.80118e-19	-6.94575	-4.95852	31.6487
0.07	-124.588	-70.5173	153.639	-2.62273e-19	-1.06051e-18	2.82269e-19	-9.2609	-6.61596	36.0715
0.08	-157.529	-88.5574	157.931	1.29334e-21	-1.76056e-21	3.48438e-22	-11.8153	-8.44777	40.144
0.09	-192.255	-107.226	156.336	-2.28311e-21	4.80047e-21	4.4048e-22	-14.5674	-10.4254	43.8434
0.1	-228.022	-126.018	148.745	4.1456e-22	-9.89373e-22	-1.25614e-22	-17.4748	-12.5196	47.1552
0.11	-264.114	-144.447	135.198	-5.00888e-21	6.06168e-21	-1.18538e-21	-20.4957	-14.7018	50.0726
0.12	-299.855	-162.055	115.865	6.0674e-21	-6.11922e-21	2.06867e-22	-23.5897	-16.9441	52.5959
0.13	-334.63	-178.427	91.0305	-6.61224e-22	-3.09747e-21	-2.63251e-21	-26.7186	-19.2205	54.7321
0.14	-367.894	-193.194	61.0727	-6.07925e-21	-7.02764e-23	-4.09302e-23	-29.8473	-21.5067	56.4937
0.15	-399.183	-206.043	26.4435	8.09431e-21	1.73474e-22	-1.63723e-22	-32.944	-23.7813	57.8977
0.16	-428.113	-216.719	-12.3532	1.99395e-21	-2.17181e-22	6.47657e-22	-35.9807	-26.025	58.9649
0.17	-454.385	-225.019	-54.7809	1.11476e-21	6.45075e-21	-5.98114e-21	-38.9333	-28.2214	59.7186
0.18	-477.78	-230.799	-100.288	7.12391e-22	-3.04721e-22	-6.47287e-21	-41.7816	-30.3568	60.184
0.19	-498.157	-233.963	-148.325	-2.15284e-21	-1.47318e-20	-3.36856e-21	-44.5091	-32.4201	60.3873
0.2	-515.443	-234.465	-198.356	-3.10801e-21	-1.58694e-20	9.81757e-22	-47.1029	-34.4025	60.3551
0.21	-529.627	-232.296	-249.868	-1.50736e-22	4.17952e-21	9.70835e-22	-49.5534	-36.2976	60.1136
0.22	-540.753	-227.486	-302.384	-4.23016e-23	4.53777e-21	-6.17424e-21	-51.854	-38.1009	59.6884
0.23	-548.913	-220.094	-355.462	-5.95427e-22	7.87548e-21	1.09566e-20	-54.0005	-39.8098	59.1038
0.24	-554.234	-210.204	-408.704	-3.80894e-21	3.1981e-20	3.43057e-21	-55.9914	-41.4232	58.3828
0.25	-556.874	-197.918	-461.757	-3.26533e-21	1.3784e-22	6.14622e-21	-57.8268	-42.9413	57.5468
0.26	-557.017	-183.353	-514.309	2.21555e-21	-2.45302e-20	-3.17585e-21	-59.5086	-44.3654	56.6155
0.27	-554.861	-166.636	-566.094	-3.76142e-21	-3.12775e-21	4.04143e-21	-61.04	-45.6977	55.6069
0.28	-550.616	-147.899	-616.886	-3.2924e-21	-1.83106e-20	6.61569e-23	-62.4252	-46.941	54.537
0.29	-544.499	-127.279	-666.499	2.86491e-21	1.02601e-21	-4.18434e-21	-63.6693	-48.0987	53.4205
0.3	-536.729	-104.911	-714.784	1.20839e-20	-2.76564e-20	-6.49145e-21	-64.778	-49.1747	52.2699
0.31	-527.524	-80.9304	-761.622	2.70152e-21	1.88332e-20	6.08381e-21	-65.7574	-50.1728	51.0966
0.32	-517.099	-55.4664	-806.927	2.06014e-21	-4.88211e-21	-7.33696e-22	-66.6137	-51.0974	49.9102
0.33	-505.663	-28.6445	-850.637	-4.21963e-21	2.67897e-20	2.413e-21	-67.3534	-51.9524	48.7192
0.34	-493.417	-0.584246	-892.714	8.19722e-21	-2.69026e-21	-3.35983e-21	-67.9831	-52.7423	47.5306
0.35	-480.554	28.6018	-933.14	-3.55475e-21	3.95966e-21	9.82588e-22	-68.5091	-53.471	46.3504
0.36	-467.257	58.8078	-971.912	-8.75461e-21	1.1397e-20	1.88314e-22	-68.9376	-54.1425	45.1835
0.37	-453.701	89.9353	-1009.04	4.99265e-19	-6.63142e-19	-1.56513e-19	-69.2748	-54.7606	44.0341
0.38	-440.049	121.893	-1044.56	-5.82348e-19	-7.89645e-19	-1.2023e-18	-69.5265	-55.329	42.9054
0.39	-426.455	154.596	-1078.49	-1.73153e-18	-4.68318e-19	-1.08891e-18	-69.6982	-55.8512	41.7999
0.4	-413.064	187.967	-1110.88	-1.14157e-18	-4.14687e-19	-4.96176e-19	-69.7954	-56.3302	40.7195
0.41	-400.011	221.934	-1141.77	-8.59495e-20	-2.02639e-19	-3.95702e-19	-69.8229	-56.7691	39.6657
0.42	-387.421	256.432	-1171.22	-4.82801e-18	-8.48608e-19	-1.79856e-18	-69.7857	-57.1708	38.6391
0.43	-375.413	291.4	-1199.27	1.32345e-18	5.56453e-19	-4.72427e-19	-69.688	-57.5376	37.6405
0.44	-364.095	326.785	-1225.99	3.84574e-19	3.8768e-19	1.18227e-18	-69.5342	-57.8721	36.6699
0.45	-353.569	362.535	-1251.42	-9.9529e-19	-3.17203e-19	-5.20058e-19	-69.3281	-58.1762	35.7272
0.46	-343.93	398.603	-1275.63	-2.49931e-19	-3.03314e-19	-6.33105e-19	-69.0734	-58.452	34.812
0.47	-335.266	434.948	-1298.66	1.90312e-18	1.40282e-19	8.68892e-19	-68.7734	-58.7011	33.9236
0.48	-327.659	471.528	-1320.57	-1.2541e-18	-1.46674e-19	-6.38332e-19	-68.4313	-58.9253	33.0614
0.49	-321.185	508.307	-1341.4	-1.18695e-18	-1.73917e-19	-5.38214e-19	-68.0502	-59.1258	32.2245
0.5	-315.916	545.25	-1361.21	3.86875e-19	-1.24542e-19	-9.0602e-20	-67.6326	-59.3038	31.4117
0.51	-311.918	582.323	-1380.04	1.79116e-18	2.28345e-19	-7.92451e-19	-67.1813	-59.4606	30.6221
0.52	-309.253	619.494	-1397.92	-8.14205e-19	1.87814e-19	-2.5962e-20	-66.6985	-59.597	29.8545
0.53	-307.979	656.732	-1414.9	1.16999e-18	2.79053e-20	8.34191e-19	-66.1865	-59.7139	29.1075
0.54	-308.15	694.007	-1431.01	1.66276e-19	-1.20246e-20	-1.02696e-19	-65.6473	-59.8119	28.3801
0.55	-309.818	731.289	-1446.28	7.92344e-20	1.6191e-19	-6.58207e-20	-65.083	-59.8917	27.6709
0.56	-313.028	768.548	-1460.74	-8.74137e-19	3.01215e-20	7.46103e-19	-64.4953	-59.9538	26.9787
0.57	-317.826	805.754	-1474.4	1.36918e-18	-3.43927e-20	-1.47521e-19	-63.8859	-59.9985	26.3021
0.58	-324.253	842.876	-1487.29	3.66482e-20	3.04198e-20	5.36426e-20	-63.2564	-60.0263	25.6399
0.59	-332.347	879.883	-1499.42	-2.35184e-19	6.93136e-20	-4.23485e-19	-62.6084	-60.0373	24.9909
0.6	-342.143	916.743	-1510.8	-2.3568e-19	-4.81242e-21	3.56678e-20	-61.9434	-60.0317	24.3537
0.61	-353.675	953.423	-1521.45	1.63027e-18	2.97638e-20	-6.29993e-20	-61.2626	-60.0097	23.7272
0.62	-366.973	989.889	-1531.36	-1.23937e-18	-9.50197e-20	-2.88647e-19	-60.5674	-59.9714	23.1102
0.63	-382.065	1026.1	-1540.53	-1.72795e-19	-1.97333e-20	8.34385e-20	-59.859	-59.9166	22.5016
0.64	-398.976	1062.03	-1548.97	-9.63536e-19	-1.71286e-19	-4.29025e-19	-59.1388	-59.8455	21.9001
0.65	-417.728	1097.64	-1556.66	2.13133e-18	6.98188e-20	4.71258e-22	-58.4078	-59.7579	21.3047
0.66	-438.341	1132.87	-1563.6	-9.38811e-19	-8.28307e-22	-3.83587e-20	-57.6672	-59.6539	20.7144
0.67	-460.832	1167.7	-1569.78	6.32546e-19	1.01118e-19	3.44135e-19	-56.9182	-59.5331	20.1282
0.68	-485.215	1202.08	-1575.17	2.6106e-19	1.01855e-19	2.78232e-19	-56.1617	-59.3956	19.545
0.69	-511.502	1235.96	-1579.77	3.77124e-19	3.13823e-20	-1.23235e-20	-55.399	-59.2411	18.9639
0.7	-539.701	1269.29	-1583.54	-4.38511e-19	-7.3691e-20	-1.71789e-19	-54.6311	-59.0695	18.3841
0.71	-569.817	1302.04	-1586.48	6.99773e-19	1.5339e-20	2.21719e-19	-53.859	-58.8806	17.8047
0.72	-601.851	1334.14	-1588.54	5.84491e-19	9.42164e-21	2.04376e-19	-53.0837	-58.6742	17.2249
0.73	-635.803	1365.54	-1589.7	-5.55427e-19	-2.19828e-20	-6.59166e-21	-52.3064	-58.4501	16.6439
0.74	-671.667	1396.2	-1589.94	-2.79506e-19	-3.38279e-21	-2.02332e-19	-51.5281	-58.2082	16.061
0.75	-709.435	1426.05	-1589.21	-4.3411e-19	-5.11674e-22	1.78086e-19	-50.7498	-57.9482	15.4755
0.76	-749.095	1455.04	-1587.49	-6.61237e-19	1.62614e-21	3.46996e-20	-49.9725	-57.6701	14.8868
0.77	-790.63	1483.11	-1584.74	-8.94853e-19	2.15633e-20	-6.11563e-20	-49.1974	-57.3735	14.2944
0.78	-834.02	1510.2	-1580.92	8.8105e-19	2.65104e-22	3.7981e-20	-48.4254	-57.0585	13.6977
