# Time	Qx	Qy	Qz	Mx	My	Mz	Wx	Wy	Wz
0	0	0	0	0	0	0	0	0	0
0.01	-2.82837	-1.62971	29.8219	-5.29635e-22	-1.1259e-19	-5.16698e-21	-0.204011	-0.144798	5.60794
0.02	-11.2367	-6.46652	58.5826	4.32667e-19	-1.21723e-19	1.26956e-20	-0.811922	-0.576343	11.1525
0.03	-24.998	-14.3559	85.2585	1.95861e-18	1.47534e-18	5.67379e-19	-1.81154	-1.28622	16.5723
0.04	-43.746	-25.0484	108.898	2.67498e-21	3.33864e-21	7.92511e-24	-3.18312	-2.26079	21.8095
0.05	-66.9914	-38.2112	128.655	-3.49349e-20	-5.51744e-20	-2.84066e-22	-4.90013	-3.48178	26.8115
0.06	-94.1435	-53.4427	143.809	-1.36765e-22	-4.25825e-20	1.09146e-21	-6.93038	-4.92696	31.5324
0.07	-124.535	-70.2898	153.787	-9.72722e-20	8.54103e-21	3.93986e-22	-9.23714	-6.57105	35.9338
0.08	-157.45	-88.2664	158.173	-1.20348e-19	1.09885e-19	-6.10817e-22	-11.7805	-8.3866	39.9851
0.09	-192.147	-106.871	156.71	-1.5615e-19	-7.27715e-20	1.50514e-21	-14.5188	-10.3449	43.6644
0.1	-227.89	-125.606	149.295	-3.92064e-21	4.04346e-19	-1.82434e-21	-17.4097	-12.4169	46.958
0.11	-263.967	-143.991	135.972	-9.29492e-20	-4.22821e-19	-2.43467e-21	-20.4114	-14.574	49.8597
0.12	-299.709	-161.575	116.912	1.69625e-20	2.477e-20	-9.91696e-22	-23.4839	-16.7887	52.3708
0.13	-334.508	-177.951	92.399	-1.97999e-19	6.27266e-20	3.62744e-21	-26.5894	-19.0353	54.4989
0.14	-367.83	-192.76	62.8089	1.59934e-20	5.13101e-20	5.9971e-21	-29.6934	-21.2901	56.2569
0.15	-399.214	-205.696	28.5869	-2.1119e-19	7.39494e-19	4.41394e-21	-32.7647	-23.532	57.6624
0.16	-428.285	-216.51	-9.77163	-1.466e-19	3.35847e-19	1.6995e-21	-35.7761	-25.7424	58.7361
0.17	-454.748	-225.005	-51.7404	7.82262e-20	3.69348e-19	1.07345e-22	-38.7041	-27.9056	59.5016
0.18	-478.386	-231.042	-96.7801	-9.13256e-20	2.75602e-19	-2.93981e-22	-41.5291	-30.0082	59.9838
0.19	-499.059	-234.526	-144.353	2.46686e-20	1.6835e-19	-9.73106e-22	-44.2353	-32.0396	60.2087
0.2	-516.692	-235.411	-193.936	9.5141e-20	-1.89129e-19	3.52949e-21	-46.8102	-33.9916	60.2025
0.21	-531.272	-233.69	-245.029	4.75314e-20	4.38488e-20	-6.93108e-21	-49.2447	-35.858	59.9909
0.22	-542.838	-229.39	-297.166	-7.14932e-20	6.29747e-20	-2.5436e-22	-51.5325	-37.6347	59.5989
0.23	-551.474	-222.567	-349.916	-1.46519e-19	8.23534e-20	-1.4052e-20	-53.6698	-39.3193	59.0503
0.24	-557.301	-213.299	-402.889	6.30927e-20	-9.63856e-20	6.44373e-21	-55.655	-40.9108	58.3675
0.25	-560.469	-201.685	-455.739	4.77524e-20	-7.83783e-21	4.63417e-21	-57.4884	-42.4095	57.5713
0.26	-561.151	-187.835	-508.161	-1.15797e-20	-3.90632e-20	1.29989e-20	-59.1719	-43.8168	56.6809
0.27	-559.538	-171.871	-559.891	1.8788e-20	1.85736e-21	6.35603e-21	-60.7087	-45.1348	55.7138
0.28	-555.829	-153.92	-610.706	-3.14299e-21	-1.11079e-21	-2.82645e-21	-62.1027	-46.3664	54.6856
0.29	-550.234	-134.111	-660.422	1.07254e-20	1.1987e-20	2.38793e-21	-63.3591	-47.5148	53.6104
0.3	-542.961	-112.575	-708.886	1.24528e-20	9.5427e-21	8.49952e-21	-64.4831	-48.5836	52.5007
0.31	-534.222	-89.441	-755.981	-6.98683e-21	-3.19059e-20	-1.81471e-21	-65.4807	-49.5768	51.3673
0.32	-524.223	-64.834	-801.615	1.50396e-24	-2.14716e-20	-2.50056e-20	-66.358	-50.4984	50.2197
0.33	-513.165	-38.8749	-845.725	7.27554e-22	-3.94161e-22	-6.98059e-21	-67.1211	-51.3524	49.0662
0.34	-501.245	-11.6789	-888.266	1.81737e-21	-5.15039e-20	4.77351e-21	-67.7764	-52.1428	47.9138
0.35	-488.648	16.6449	-929.218	-2.30471e-20	5.79e-20	1.0843e-20	-68.33	-52.8737	46.7683
0.36	-475.555	45.9939	-968.572	1.328e-21	2.62788e-20	5.19761e-21	-68.7879	-53.5488	45.6346
0.37	-462.133	76.2722	-1006.34	-1.71054e-20	4.55437e-21	2.23406e-21	-69.1561	-54.1719	44.5169
0.38	-448.544	107.391	-1042.53	1.97956e-20	-2.89959e-20	-1.4028e-21	-69.44	-54.7464	43.4183
0.39	-434.939	139.266	-1077.19	1.99081e-20	-3.18948e-20	9.52788e-22	-69.6453	-55.2757	42.3415
0.4	-421.458	171.824	-1110.34	2.21944e-20	-1.69102e-20	-3.93884e-21	-69.7769	-55.7629	41.2884
0.41	-408.236	204.992	-1142.03	1.89845e-20	-2.39164e-20	4.33639e-21	-69.8398	-56.2109	40.2605
0.42	-395.396	238.707	-1172.3	-8.92531e-22	7.51278e-21	-7.12093e-21	-69.8386	-56.6224	39.2588
0.43	-383.053	272.91	-1201.2	-1.42239e-20	7.54937e-21	-1.10762e-20	-69.7776	-56.9999	38.2838
0.44	-371.316	307.546	-1228.8	-1.66774e-20	1.15651e-21	-1.56123e-20	-69.6609	-57.3457	37.3359
0.45	-360.285	342.566	-1255.13	1.54916e-20	-4.49979e-21	1.17275e-20	-69.4923	-57.6619	36.4149
0.46	-350.055	377.923	-1280.25	-1.37521e-20	4.04846e-21	-2.41695e-21	-69.2753	-57.9504	35.5207
0.47	-340.713	413.576	-1304.21	4.53188e-21	1.97482e-21	1.90142e-21	-69.0133	-58.2129	34.6527
0.48	-332.339	449.484	-1327.07	-3.9791e-20	1.70774e-21	-1.67735e-20	-68.7094	-58.451	33.8102
0.49	-325.01	485.612	-1348.87	-1.43266e-21	9.88236e-23	-1.45405e-20	-68.3664	-58.6661	32.9926
0.5	-318.797	521.925	-1369.66	3.3992e-21	7.0989e-22	4.9936e-21	-67.987	-58.8594	32.1989
0.51	-313.766	558.391	-1389.48	-4.29064e-20	-2.85193e-21	-3.59541e-20	-67.5739	-59.0321	31.428
0.52	-309.978	594.979	-1408.37	-9.26548e-21	-3.01435e-22	7.98918e-21	-67.1292	-59.1851	30.679
0.53	-307.49	631.658	-1426.38	-8.93748e-21	-3.37298e-22	-3.25256e-21	-66.6551	-59.3193	29.9507
0.54	-306.357	668.401	-1443.53	-4.36338e-20	-5.96559e-21	-3.2777e-21	-66.1538	-59.4353	29.242
0.55	-306.629	705.179	-1459.86	-1.77836e-21	-9.32893e-22	-1.5249e-20	-65.6271	-59.5339	28.5517
0.56	-308.352	741.964	-1475.4	-9.46338e-21	1.24063e-21	-1.35437e-20	-65.0768	-59.6156	27.8786
0.57	-311.57	778.728	-1490.17	-1.46322e-20	1.27167e-21	2.89056e-21	-64.5046	-59.6808	27.2215
0.58	-316.325	815.442	-1504.19	-4.27242e-20	-5.30851e-21	-1.21397e-20	-63.9121	-59.7299	26.5792
0.59	-322.654	852.079	-1517.48	-4.86005e-21	1.76484e-24	3.26976e-21	-63.3006	-59.7632	25.9505
0.6	-330.592	888.61	-1530.06	7.47582e-21	4.26359e-23	2.89121e-21	-62.6718	-59.7809	25.3342
0.61	-340.173	925.004	-1541.93	2.12629e-20	1.27345e-21	1.92442e-22	-62.0268	-59.7832	24.7292
0.62	-351.426	961.23	-1553.11	1.17468e-20	2.00361e-21	-2.65703e-21	-61.367	-59.7702	24.1344
0.63	-364.38	997.258	-1563.59	-1.63314e-21	7.01497e-23	2.12551e-21	-60.6935	-59.742	23.5486
0.64	-379.059	1033.05	-1573.38	-2.60932e-21	-4.57691e-22	-3.40871e-22	-60.0077	-59.6986	22.9708
0.65	-395.485	1068.58	-1582.47	-2.43298e-20	-5.62223e-22	-4.8847e-21	-59.3105	-59.64	22.3999
0.66	-413.68	1103.81	-1590.87	-2.09414e-20	-1.75447e-21	-1.71065e-21	-58.6032	-59.5662	21.8349
0.67	-433.661	1138.7	-1598.56	-4.09698e-20	-1.71734e-24	-5.28456e-21	-57.8867	-59.4771	21.2748
0.68	-455.442	1173.22	-1605.53	-1.03089e-19	-8.28051e-21	-4.42711e-22	-57.1621	-59.3725	20.7188
0.69	-479.037	1207.32	-1611.77	3.7358e-20	5.37589e-21	3.89059e-20	-56.4305	-59.2525	20.1658
0.7	-504.454	1240.96	-1617.27	1.34449e-20	7.38647e-21	2.0527e-20	-55.6928	-59.1168	19.6151
0.71	-531.701	1274.1	-1621.99	-4.62567e-20	7.75989e-22	3.0442e-20	-54.95	-58.9653	19.0657
0.72	-560.782	1306.7	-1625.93	3.67055e-21	7.23741e-21	1.79522e-20	-54.203	-58.7979	18.517
0.73	-591.698	1338.71	-1629.06	-1.08662e-19	1.26608e-21	-4.60284e-20	-53.453	-58.6145	17.9681
0.74	-624.446	1370.09	-1631.36	7.4903e-20	8.2585e-21	5.02875e-20	-52.7008	-58.4149	17.4184
0.75	-659.022	1400.78	-1632.79	-3.11654e-19	-3.72445e-20	-4.95828e-20	-51.9473	-58.1989	16.8672
0.76	-695.417	1430.74	-1633.33	2.44981e-19	1.5441e-20	2.69153e-20	-51.1936	-57.9664	16.3138
0.77	-733.619	1459.92	-1632.96	1.16845e-20	-2.60797e-20	9.05315e-20	-50.4406	-57.7173	15.7578
0.78	-773.613	1488.26	-1631.62	3.73957e-19	-2.74778e-20	7.91063e-20	-49.6892	-57.4515	15.1984
0.79	-815.38	1515.72	-1629.31	2.12181e-19	-1.2905e-20	-1.01799e-19	-48.9404	-57.1688	14.6354
0.8	-858.899	1542.24	-1625.97	-7.382e-19	-5.70447e-20	-7.06029e-20	-48.1951	-56.8691	14.0681
0.81	-904.143	1567.77	-1621.58	1.53666e-18	1.93103e-20	1.1244e-19	-47.4544	-56.5524	13.4962
